siteName,siteCode,Date,PM2.5,PM10,NO2,NH3,SO2,Ozone
Ashok Vihar,1420,2020-03-08,18.3084,177.61,45.41,27.74,16.09,21.04
Ashok Vihar,1420,2020-03-09,109.13,132.98,43.84,26.61,22.46,25.05
Ashok Vihar,1420,2020-03-10,95.81,152.35,35.61,26.13,25.11,46.08
Ashok Vihar,1420,2020-03-11,65.47,109.83,26.22,28.8,19.09,33.82
Ashok Vihar,1420,2020-03-12,73.64,158.06,36.83,29.07,18.77,26.25
Ashok Vihar,1420,2020-03-13,68.79,197.79,40.43,25.14,20.14,29.56
Ashok Vihar,1420,2020-03-14,55.2,72.47,30.21,26.09,13.95,20.82
Ashok Vihar,1420,2020-03-15,82.73,124.69,40.63,26.37,18.23,29.39
Ashok Vihar,1420,2020-03-16,74.08,132.27,52.31,26.9,21.2,27.02
Ashok Vihar,1420,2020-03-17,85.27,149.44,53.72,25.97,25.49,31.88
Ashok Vihar,1420,2020-03-18,77.71,151.69,48.96,24.87,23.65,34.68
Ashok Vihar,1420,2020-03-19,113.73,194.58,44.42,31.01,25.48,36.54
Ashok Vihar,1420,2020-03-20,96.09,195.1,51.19,29.01,23.0,30.47
Ashok Vihar,1420,2020-03-21,96.39,197.65,48.4,33.04,26.87,34.57
Ashok Vihar,1420,2020-03-22,86.46,134.35,23.97,30.19,27.27,36.87
Ashok Vihar,1420,2020-03-23,67.21,119.11,24.63,27.39,15.428,40.55
Ashok Vihar,1420,2020-03-24,65.37,104.93,21.31,27.64,13.9136,27.61
Ashok Vihar,1420,2020-03-25,41.14,69.69,15.46,32.66,20.42,17.21
Ashok Vihar,1420,2020-03-26,58.33,81.48,12.32,33.94,16.1,18.74
Ashok Vihar,1420,2020-03-27,27.98,44.81,10.07,26.3,14.92,17.28
Ashok Vihar,1420,2020-03-28,25.07,34.7,11.67,24.78,10.288,15.64
Ashok Vihar,1420,2020-03-29,31.17,51.94,9.34,24.79,16.24,20.99
Ashok Vihar,1420,2020-03-30,38.34,60.85,11.96,23.8,14.72,24.39
Ashok Vihar,1420,2020-03-31,37.2,65.32,11.8,21.9,17.63,27.0
Ashok Vihar,1420,2020-04-01,45.29,74.19,12.85,23.33,20.27,24.49
Ashok Vihar,1420,2020-04-02,32.9,61.58,11.08,21.46,15.26,26.59
Ashok Vihar,1420,2020-04-03,34.62,60.9,13.61,19.46,15.57,36.23
Ashok Vihar,1420,2020-04-04,51.88,81.0,19.37,20.86,16.99,29.99
Ashok Vihar,1420,2020-04-05,67.94,107.04,18.8,24.16,20.87,32.93
Ashok Vihar,1420,2020-04-06,70.79,121.98,18.56,25.74,20.53,31.42
Ashok Vihar,1420,2020-04-07,31.69,97.71,12.59,24.26,17.79,31.43
Ashok Vihar,1420,2020-04-08,30.12,80.17,12.42,21.88,16.46,35.67
Ashok Vihar,1420,2020-04-09,38.6,78.1,16.18,23.45,18.64,36.1
Ashok Vihar,1420,2020-04-10,64.77,109.96,23.57,24.66,22.91,31.42
Ashok Vihar,1420,2020-04-11,60.73,111.95,16.96,26.89,24.02,38.15
Ashok Vihar,1420,2020-04-12,38.71,79.17,13.29,24.58,14.59,37.58
Ashok Vihar,1420,2020-04-13,63.48,118.44,18.67,25.89,18.9,33.91
Ashok Vihar,1420,2020-04-14,57.23,121.09,21.97,28.0,15.88,38.55
Ashok Vihar,1420,2020-04-15,59.91,174.1,23.98,28.09,13.39,32.3
Ashok Vihar,1420,2020-04-16,80.9,189.6,22.17,30.69,18.34,37.37
Ashok Vihar,1420,2020-04-17,24.67,85.8,11.78,28.4,12.82,46.59
Ashok Vihar,1420,2020-04-18,28.1,85.96,11.03,27.51,12.99,37.34
Ashok Vihar,1420,2020-04-19,31.91,53.91,19.22,28.71,10.69,26.97
Ashok Vihar,1420,2020-04-20,64.02,98.35,19.66,32.18,13.07,20.84
Ashok Vihar,1420,2020-04-21,42.61,74.0,14.81,30.46,12.75,35.33
Ashok Vihar,1420,2020-04-22,70.67,115.1,22.31,28.39,16.34,38.01
Ashok Vihar,1420,2020-04-23,59.75,107.77,21.33,28.83,13.64,36.58
Ashok Vihar,1420,2020-04-24,66.4,105.42,20.41,33.18,13.98,41.42
Ashok Vihar,1420,2020-04-25,24.85,72.69,12.68,27.99,11.52,47.69
Ashok Vihar,1420,2020-04-26,42.48,101.58,11.88,30.17,12.5,40.01
Ashok Vihar,1420,2020-04-27,24.75,39.67,9.22,29.29,11.16,43.8
Ashok Vihar,1420,2020-04-28,39.93,69.06,12.03,29.8,12.7,48.75
Ashok Vihar,1420,2020-04-29,52.21,88.79,12.75,30.91,13.34,54.13
Ashok Vihar,1420,2020-04-30,51.48,94.31,13.64,33.6,13.12,55.28
Ashok Vihar,1420,2020-05-01,62.08,124.73,13.7,39.13,14.79,56.2
Ashok Vihar,1420,2020-05-02,32.69,90.42,9.73,36.73,12.61,51.93
Ashok Vihar,1420,2020-05-03,32.65,62.66,11.07,33.09,12.63,39.42
Ashok Vihar,1420,2020-05-04,33.1,55.23,11.43,30.44,13.17,43.86
Ashok Vihar,1420,2020-05-05,55.19,89.91,17.35,28.76,14.72,45.15
Ashok Vihar,1420,2020-05-06,64.83,143.68,18.31,28.66,17.05,50.48
Ashok Vihar,1420,2020-05-07,36.3,65.98,14.27,24.68,13.27,63.71
Ashok Vihar,1420,2020-05-08,47.42,88.49,15.21,27.92,14.3,75.12
Ashok Vihar,1420,2020-05-09,54.4,101.31,13.37,32.67,14.82,78.11
Ashok Vihar,1420,2020-05-10,41.96,94.15,15.16,31.87,13.76,54.32
Ashok Vihar,1420,2020-05-11,42.25,71.38,18.34,31.05,16.33,59.45
Ashok Vihar,1420,2020-05-12,46.96,77.44,15.99,33.35,21.66,67.65
Ashok Vihar,1420,2020-05-13,72.6,127.77,20.55,34.7,22.6,52.92
Ashok Vihar,1420,2020-05-14,65.7,105.99,25.3,34.3,16.76,48.23
Ashok Vihar,1420,2020-05-15,49.49,79.14,23.75,32.09,19.81,47.44
Ashok Vihar,1420,2020-05-16,57.19,88.08,26.69,29.25,23.22,59.51
Ashok Vihar,1420,2020-05-17,87.65,127.65,34.43,28.81,25.97,58.1
Ashok Vihar,1420,2020-05-18,97.78,138.3,37.64,25.92,28.01,56.98
Ashok Vihar,1420,2020-05-19,108.89,157.8,46.18,26.91,26.39,63.17
Ashok Vihar,1420,2020-05-20,59.25,111.23,27.0,24.0,25.86,67.09
Ashok Vihar,1420,2020-05-21,44.02,116.6,31.4,21.02,25.78,61.55
Ashok Vihar,1420,2020-05-22,120.97,184.92,47.14,25.24,50.68,65.84
Ashok Vihar,1420,2020-05-23,63.43,150.33,43.73,22.92,22.48,42.5
Ashok Vihar,1420,2020-05-24,51.31,131.48,21.78,21.51,22.78,57.45
Ashok Vihar,1420,2020-05-25,57.95,129.54,24.41,22.03,30.34,60.57
Ashok Vihar,1420,2020-05-26,44.39,144.71,33.51,20.9,19.83,41.26
Ashok Vihar,1420,2020-05-27,37.28,139.38,19.59,22.69,24.66,78.94
Ashok Vihar,1420,2020-05-28,31.77,176.72,10.83,39.84,15.93,49.08
Ashok Vihar,1420,2020-05-29,23.34,44.99,13.09,43.18,13.5,40.51
Ashok Vihar,1420,2020-05-30,23.89,34.73,12.27,41.85,13.8,46.91
Ashok Vihar,1420,2020-05-31,30.0,28.82,12.62,48.52,11.35,30.96
Ashok Vihar,1420,2020-06-01,49.37,60.39,17.12,40.46,18.16,37.46
Ashok Vihar,1420,2020-06-02,40.05,84.96,17.34,39.0,15.71,41.95
Ashok Vihar,1420,2020-06-03,58.77,106.47,22.24,36.02,20.77,49.43
Ashok Vihar,1420,2020-06-04,77.05,122.1,27.42,35.76,24.04,32.81
Ashok Vihar,1420,2020-06-05,43.96,83.96,18.42,35.4,17.37,44.05
Ashok Vihar,1420,2020-06-06,34.31,77.69,16.43,32.13,14.0,42.26
Ashok Vihar,1420,2020-06-07,36.79,77.9,15.3,29.0,15.98,37.15
Ashok Vihar,1420,2020-06-08,52.0,94.11,19.89,29.22,23.05,44.43
Ashok Vihar,1420,2020-06-09,58.57,115.95,23.82,30.41,21.59,43.18
Ashok Vihar,1420,2020-06-10,53.54,121.15,24.69,34.03,19.09,37.51
Ashok Vihar,1420,2020-06-11,62.52,113.8,21.02,30.32,23.19,40.65
Ashok Vihar,1420,2020-06-12,69.18,111.98,19.4,33.27,17.13,41.99
Ashok Vihar,1420,2020-06-13,54.88,95.68,19.3,29.96,12.85,29.51
Ashok Vihar,1420,2020-06-14,65.07,96.76,17.13,29.94,11.66,38.52
Ashok Vihar,1420,2020-06-15,53.46,132.33,17.19,36.01,12.5,42.99
Ashok Vihar,1420,2020-06-16,35.58,124.85,16.78,31.12,10.5,41.5
Ashok Vihar,1420,2020-06-17,32.21,109.35,13.09,23.86,16.32,42.39
Ashok Vihar,1420,2020-06-18,37.42,113.35,15.91,24.76,18.0,46.44
Ashok Vihar,1420,2020-06-19,49.52,209.77,12.9,21.66,13.11,33.59
Ashok Vihar,1420,2020-06-20,29.83,112.7,19.85,21.08,12.39,30.46
Ashok Vihar,1420,2020-06-21,43.04,103.48,21.39,25.61,12.08,29.92
Ashok Vihar,1420,2020-06-22,53.65,91.5,19.2,31.75,12.48,34.65
Ashok Vihar,1420,2020-06-23,25.49,72.19,11.33,27.05,12.96,31.7
Ashok Vihar,1420,2020-06-24,26.46,72.74,11.01,20.33,10.1,31.95
Ashok Vihar,1420,2020-06-25,32.75,80.85,15.61,25.69,10.94,30.27
Ashok Vihar,1420,2020-06-26,49.67,114.8,13.4,27.5,11.17,30.06
Ashok Vihar,1420,2020-06-27,37.07,161.93,20.5,39.19,9.42,28.56
Ashok Vihar,1420,2020-06-28,48.3,264.21,20.1,25.71,12.82,24.51
Ashok Vihar,1420,2020-06-29,32.94,157.67,17.69,24.37,14.01,26.93
Ashok Vihar,1420,2020-06-30,38.05,98.17,10.58,19.32,18.4,33.34
Ashok Vihar,1420,2020-07-01,48.67,114.84,11.98,22.03,10.22,34.47
Ashok Vihar,1420,2020-07-02,64.91,126.33,13.3,24.61,11.5,35.65
Ashok Vihar,1420,2020-07-03,64.8,154.62,13.24,27.58,11.47,34.03
Ashok Vihar,1420,2020-07-04,44.78,134.53,10.47,31.69,15.62,31.09
Ashok Vihar,1420,2020-07-05,31.73,80.55,8.87,26.35,14.13,32.97
Ashok Vihar,1420,2020-07-06,60.1,117.28,11.72,19.67,12.41,30.65
Ashok Vihar,1420,2020-07-07,17.28,56.94,9.89,33.66,14.0,24.36
Ashok Vihar,1420,2020-07-08,20.48,55.54,15.09,37.25,12.73,22.78
Ashok Vihar,1420,2020-07-09,31.73,85.3,18.62,28.7,12.79,31.27
Ashok Vihar,1420,2020-07-10,17.94,75.0,18.12,24.58,12.05,30.73
Ashok Vihar,1420,2020-07-11,18.35,61.22,18.12,23.72,10.94,35.21
Ashok Vihar,1420,2020-07-12,17.23,54.99,18.81,24.15,10.35,34.47
Ashok Vihar,1420,2020-07-13,28.22,128.53,20.72,24.08,13.03,33.26
Ashok Vihar,1420,2020-07-14,35.73,165.55,20.84,26.4,12.4,33.74
Ashok Vihar,1420,2020-07-15,36.38,106.01,19.62,30.63,14.75,42.67
Ashok Vihar,1420,2020-07-16,31.48,73.02,19.68,29.46,12.95,30.83
Ashok Vihar,1420,2020-07-17,42.85,82.07,21.23,27.89,13.08,30.94
Ashok Vihar,1420,2020-07-18,34.75,79.95,20.68,28.82,14.37,30.47
Ashok Vihar,1420,2020-07-19,31.25,59.46,19.06,29.91,11.29,22.21
Ashok Vihar,1420,2020-07-20,17.93,52.09,22.63,26.68,11.48,34.62
Ashok Vihar,1420,2020-07-21,23.92,40.68,19.66,24.5,10.86,29.02
Ashok Vihar,1420,2020-07-22,26.48,50.88,20.33,23.68,11.41,18.86
Ashok Vihar,1420,2020-07-23,33.94,73.99,23.39,24.75,12.19,29.03
Ashok Vihar,1420,2020-07-24,47.9,99.6,23.52,28.78,18.82,32.14
Ashok Vihar,1420,2020-07-25,30.49,63.6,19.44,37.24,12.97,30.63
Ashok Vihar,1420,2020-07-26,45.39,83.75,25.52,37.37,12.14,36.59
Ashok Vihar,1420,2020-07-27,33.15,96.33,22.91,38.86,11.13,31.64
Ashok Vihar,1420,2020-07-28,19.15,93.46,20.98,39.04,12.37,29.27
Ashok Vihar,1420,2020-07-29,19.36,66.7,24.18,32.84,15.63,36.69
Ashok Vihar,1420,2020-07-30,14.03,41.18,22.3,31.31,14.28,30.33
Ashok Vihar,1420,2020-07-31,40.11,81.46,25.92,31.9,17.25,35.28
Ashok Vihar,1420,2020-08-01,30.08,70.71,26.08,32.92,17.27,35.14
Ashok Vihar,1420,2020-08-02,17.55,56.42,24.56,31.88,17.45,30.15
Ashok Vihar,1420,2020-08-03,19.93,66.98,24.03,32.59,16.29,30.44
Ashok Vihar,1420,2020-08-04,20.81,66.83,22.34,32.05,17.9,32.49
Ashok Vihar,1420,2020-08-05,35.65,79.53,27.0,28.33,22.27,32.03
Ashok Vihar,1420,2020-08-06,16.67,60.12,19.31,30.88,23.82,26.31
Ashok Vihar,1420,2020-08-07,21.08,46.52,21.0,30.55,24.42,32.68
Ashok Vihar,1420,2020-08-08,46.27,88.79,26.75,26.3,21.42,38.36
Ashok Vihar,1420,2020-08-09,27.8,56.41,22.1,21.11,18.1,31.15
Ashok Vihar,1420,2020-08-10,19.03,63.21,20.21,26.29,18.9,30.69
Ashok Vihar,1420,2020-08-11,18.62,77.08,22.88,30.44,18.06,32.65
Ashok Vihar,1420,2020-08-12,13.09,56.1,19.6,26.12,16.86,29.7
Ashok Vihar,1420,2020-08-13,10.148,24.41,20.81,25.51,15.8,26.42
Ashok Vihar,1420,2020-08-14,8.371599999999999,50.21,21.85,23.72,23.54,28.54
Ashok Vihar,1420,2020-08-15,6.32192,54.17,18.88,21.65,18.84,31.15
Ashok Vihar,1420,2020-08-16,4.968304,36.02,21.59,20.76,17.94,31.1
Ashok Vihar,1420,2020-08-17,3.9323647999999993,51.06,24.19,23.39,19.02,35.85
Ashok Vihar,1420,2020-08-18,3.0445177599999997,57.98,25.15,26.73,18.52,38.16
Ashok Vihar,1420,2020-08-19,29.33,39.55,26.78,26.37,20.25,34.9
Ashok Vihar,1420,2020-08-20,20.91,40.74,25.69,25.28,22.62,39.5
Ashok Vihar,1420,2020-08-21,22.98,52.2,21.51,22.08,22.25,30.74
Ashok Vihar,1420,2020-08-22,12.88,40.85,17.06,19.79,22.03,28.48
Ashok Vihar,1420,2020-08-23,15.27,36.0,17.32,19.57,23.46,32.17
Ashok Vihar,1420,2020-08-24,14.11,33.72,21.33,18.78,21.82,32.88
Ashok Vihar,1420,2020-08-25,13.83,38.04,22.92,18.24,17.97,30.75
Ashok Vihar,1420,2020-08-26,13.6,46.9,23.63,18.75,19.63,31.2
Ashok Vihar,1420,2020-08-27,17.17,51.9,22.75,18.47,20.43,33.38
Ashok Vihar,1420,2020-08-28,35.0,79.56,29.24,21.14,20.8,30.67
Ashok Vihar,1420,2020-08-29,42.53,83.49,23.66,22.1,18.83,41.96
Ashok Vihar,1420,2020-08-30,24.04,51.99,16.62,21.92,15.22,27.64
Ashok Vihar,1420,2020-08-31,9.28,28.84,20.06,20.95,11.84,25.38
Ashok Vihar,1420,2020-09-01,12.98,39.02,22.51,19.92,13.22,28.13
Ashok Vihar,1420,2020-09-02,22.9,61.35,26.24,19.63,15.11,46.85
Ashok Vihar,1420,2020-09-03,32.25,69.84,23.4,20.09,16.84,39.33
Ashok Vihar,1420,2020-09-04,39.27,70.0,25.96,21.51,17.26,39.45
Ashok Vihar,1420,2020-09-05,41.62,79.74,29.48,21.08,17.14,47.41
Ashok Vihar,1420,2020-09-06,32.21,59.34,25.88,20.61,13.62,45.07
Ashok Vihar,1420,2020-09-07,54.2,95.45,29.73,20.81,16.83,32.33
Ashok Vihar,1420,2020-09-08,29.2,59.63,23.88,21.31,11.39,36.59
Ashok Vihar,1420,2020-09-09,46.24,96.41,22.24,22.34,16.34,45.58
Ashok Vihar,1420,2020-09-10,50.35,105.3,25.71,21.59,14.75,40.59
Ashok Vihar,1420,2020-09-11,53.31,136.73,28.94,21.76,18.71,44.86
Ashok Vihar,1420,2020-09-12,56.56,139.61,26.18,22.82,20.8,48.36
Ashok Vihar,1420,2020-09-13,58.27,131.88,24.61,24.6,16.35,48.84
Ashok Vihar,1420,2020-09-14,69.12,156.83,27.4,23.96,18.17,45.81
Ashok Vihar,1420,2020-09-15,64.29,142.7,27.26,23.89,21.33,55.01
Ashok Vihar,1420,2020-09-16,62.67,152.39,27.99,24.39,19.25,47.81
Ashok Vihar,1420,2020-09-17,43.75,114.84,25.03,23.62,20.01,42.58
Ashok Vihar,1420,2020-09-18,39.52,118.07,23.16,22.72,17.74,37.14
Ashok Vihar,1420,2020-09-19,54.79,130.41,25.49,21.99,17.66,46.31
Ashok Vihar,1420,2020-09-20,66.65,154.0,24.89,21.85,19.74,48.71
Ashok Vihar,1420,2020-09-21,66.83,169.18,27.19,22.43,23.44,56.5
Ashok Vihar,1420,2020-09-22,25.28,108.65,27.86,24.14,17.44,34.16
Ashok Vihar,1420,2020-09-23,21.71,70.47,26.66,26.3,8.21,30.88
Ashok Vihar,1420,2020-09-24,42.38,102.17,30.1,23.72,12.18,39.14
Ashok Vihar,1420,2020-09-25,57.85,150.46,34.65,22.78,12.8,42.63
Ashok Vihar,1420,2020-09-26,57.31,169.83,38.57,21.84,8.11,20.15
Ashok Vihar,1420,2020-09-27,38.12,119.81,32.83,21.9,9.13,30.0
Ashok Vihar,1420,2020-09-28,58.15,209.88,34.68,23.27,9.42,34.02
Ashok Vihar,1420,2020-09-29,66.38,210.45,29.36,27.62,11.26,45.18
Ashok Vihar,1420,2020-09-30,54.1,180.21,29.02,27.37,10.7,42.94
Ashok Vihar,1420,2020-10-01,60.52,195.18,33.66,24.6,12.12,37.79
Ashok Vihar,1420,2020-10-02,80.12,208.5,33.08,25.62,9.89,50.98
Ashok Vihar,1420,2020-10-03,81.88,191.5,35.13,25.21,14.95,48.12
Ashok Vihar,1420,2020-10-04,81.67,203.29,38.84,24.29,14.69,51.75
Ashok Vihar,1420,2020-10-05,73.83,202.56,39.92,24.55,12.25,48.43
Ashok Vihar,1420,2020-10-06,82.52,218.31,45.11,23.18,16.89,42.32
Ashok Vihar,1420,2020-10-07,99.25,236.34,45.19,23.19,17.89,51.07
Ashok Vihar,1420,2020-10-08,90.56,223.56,26.044,25.54,22.01,57.47
Ashok Vihar,1420,2020-10-09,95.88,231.06,44.67,27.82,21.45,44.75
Ashok Vihar,1420,2020-10-10,100.31,227.23,41.08,28.02,20.5,52.44
Ashok Vihar,1420,2020-10-11,104.85,225.85,39.37,28.22,24.62,49.24
Ashok Vihar,1420,2020-10-12,157.04,333.33,73.26,28.54,20.84,54.62
Ashok Vihar,1420,2020-10-13,159.81,310.25,48.15,34.46,16.2,52.79
Ashok Vihar,1420,2020-10-14,158.88,289.4,32.156,41.77,12.99,38.3
Ashok Vihar,1420,2020-10-15,163.22,311.12,30.7132,34.66,21.86,40.88
Ashok Vihar,1420,2020-10-16,135.0,284.9,22.20384,27.93,20.98,50.22
Ashok Vihar,1420,2020-10-17,151.17,294.27,51.89,26.62,21.37,42.91
Ashok Vihar,1420,2020-10-18,116.33,235.0,41.06,20.34,24.39,40.84
Ashok Vihar,1420,2020-10-19,139.04,271.0,43.36,20.34,25.94,47.87
Ashok Vihar,1420,2020-10-20,124.81,263.62,44.67,17.88,26.36,41.63
Ashok Vihar,1420,2020-10-21,132.62,291.5,45.58,42.54,18.24,34.92
Ashok Vihar,1420,2020-10-22,186.22,419.59,58.04,38.3,25.77,35.22
Ashok Vihar,1420,2020-10-23,167.1,425.24,50.96,34.73,23.41,40.4
Ashok Vihar,1420,2020-10-24,196.05,381.84,51.39,42.04,23.04,18.1
Ashok Vihar,1420,2020-10-25,210.18,376.22,52.78,44.82,22.4,27.01
Ashok Vihar,1420,2020-10-26,209.48,377.96,48.04,43.08,22.93,26.31
Ashok Vihar,1420,2020-10-27,178.48,303.33,40.71,38.87,21.33,26.71
Ashok Vihar,1420,2020-10-28,200.67,356.0,65.54,30.52,23.6,28.35
Ashok Vihar,1420,2020-10-29,160.45,448.27,119.85,20.12,24.03,44.37
Ashok Vihar,1420,2020-10-30,154.46,391.27,88.32,17.74,25.57,49.41
Ashok Vihar,1420,2020-10-31,132.25,413.04,66.04,15.04,30.83,57.72
Ashok Vihar,1420,2020-11-01,139.3,433.05,70.82,12.41,30.86,55.29
Ashok Vihar,1420,2020-11-02,182.44,349.49,68.91,9.43,27.47,46.29
Ashok Vihar,1420,2020-11-03,164.34,327.74,81.71,9.99,25.43,32.97
Ashok Vihar,1420,2020-11-04,247.52,587.61,98.41,15.12,27.05,21.81
Ashok Vihar,1420,2020-11-05,187.11,487.04,82.02,12.22,35.05,35.52
Ashok Vihar,1420,2020-11-06,202.86,483.58,80.17,12.83,32.1,31.49
Ashok Vihar,1420,2020-11-07,181.89,547.42,74.59,13.43,28.35,39.74
Ashok Vihar,1420,2020-11-08,268.5,566.02,83.16,12.84,30.53,35.09
Ashok Vihar,1420,2020-11-09,130.65,753.97,96.93,15.72,28.1,29.52
Ashok Vihar,1420,2020-11-10,194.4,464.67,84.76,15.69,34.11,42.24
Ashok Vihar,1420,2020-11-11,142.63,416.21,65.93,14.9,29.4,31.47
Ashok Vihar,1420,2020-11-12,162.0,400.48,81.17,20.95,23.65,43.08
Ashok Vihar,1420,2020-11-13,156.6,459.81,95.5,23.93,18.83,50.53
Ashok Vihar,1420,2020-11-14,574.13,680.83,112.29,26.09,30.78,56.88
Ashok Vihar,1420,2020-11-15,321.62,372.95,74.44,26.52,45.99,85.27
Ashok Vihar,1420,2020-11-16,112.96,145.23,45.67,20.34,18.03,44.03
Ashok Vihar,1420,2020-11-17,89.77,145.65,55.09,20.11,20.17,31.22
Ashok Vihar,1420,2020-11-18,139.41,208.48,64.8,18.08,18.57,52.41
Ashok Vihar,1420,2020-11-19,169.33,267.98,77.58,17.67,20.95,52.42
Ashok Vihar,1420,2020-11-20,179.92,264.08,66.77,15.26,23.73,55.93
Ashok Vihar,1420,2020-11-21,137.19,224.52,60.74,15.6,24.11,53.64
Ashok Vihar,1420,2020-11-22,172.83,272.52,71.73,15.5,23.22,41.41
Ashok Vihar,1420,2020-11-23,265.06,429.38,99.71,17.84,23.82,44.0
Ashok Vihar,1420,2020-11-24,330.06,482.46,109.77,22.26,20.37,47.64
Ashok Vihar,1420,2020-11-25,382.23,521.7,96.11,26.43,29.55,57.39
Ashok Vihar,1420,2020-11-26,121.1,200.82,43.86,11.24,16.31,37.0
Ashok Vihar,1420,2020-11-27,97.89,157.21,50.46,10.54,16.89,29.28
Ashok Vihar,1420,2020-11-28,142.5,207.31,60.75,12.51,19.44,39.55
Ashok Vihar,1420,2020-11-29,183.71,287.77,68.74,13.48,21.06,48.73
Ashok Vihar,1420,2020-11-30,236.94,343.94,76.74,14.76,18.98,42.05
Ashok Vihar,1420,2020-12-01,319.0,436.62,86.8,17.07,18.33,41.16
Ashok Vihar,1420,2020-12-02,277.29,343.66,75.62,17.71,22.71,41.46
Ashok Vihar,1420,2020-12-03,261.15,375.73,82.57,21.03,19.44,43.2
Ashok Vihar,1420,2020-12-04,345.85,488.99,99.49,23.97,19.71,38.47
Ashok Vihar,1420,2020-12-05,322.46,422.26,78.56,22.61,18.43,56.6
Ashok Vihar,1420,2020-12-06,310.5,390.71,74.26,20.54,12.34,50.8
Ashok Vihar,1420,2020-12-07,343.13,421.82,73.73,26.56,24.98,34.34
Ashok Vihar,1420,2020-12-08,270.96,385.69,81.44,20.6,27.38,42.97
Ashok Vihar,1420,2020-12-09,251.48,415.6,91.11,18.95,27.79,31.13
Ashok Vihar,1420,2020-12-10,159.15,280.1,69.84,18.65,22.24,23.19
Ashok Vihar,1420,2020-12-11,193.06,301.55,84.8,18.4,23.01,22.61
Ashok Vihar,1420,2020-12-12,286.19,375.13,53.53,26.28,21.18,18.24
Ashok Vihar,1420,2020-12-13,133.27,191.83,41.88,20.29,20.97,28.49
Ashok Vihar,1420,2020-12-14,108.88,162.88,36.67,18.46,27.19,34.41
Ashok Vihar,1420,2020-12-15,138.6,204.06,46.72,17.44,46.49,30.18
Ashok Vihar,1420,2020-12-16,130.54,196.67,52.14,15.57,22.15,27.21
Ashok Vihar,1420,2020-12-17,146.0,208.38,48.38,13.48,21.32,34.72
Ashok Vihar,1420,2020-12-18,143.98,225.29,64.1,14.01,25.18,39.93
Ashok Vihar,1420,2020-12-19,170.9,266.67,72.56,16.16,21.13,33.41
Ashok Vihar,1420,2020-12-20,193.27,290.0,77.57,15.93,24.22,33.51
Ashok Vihar,1420,2020-12-21,232.02,355.92,85.3,15.84,32.86,29.1
Ashok Vihar,1420,2020-12-22,414.04,593.11,94.91,19.62,22.34,37.11
Ashok Vihar,1420,2020-12-23,452.31,606.4,90.92,15.77,34.73,43.73
Ashok Vihar,1420,2020-12-24,376.0,538.56,96.98,24.65,25.48,33.1
Ashok Vihar,1420,2020-12-25,216.94,323.92,79.45,28.96,20.17,29.42
Ashok Vihar,1420,2020-12-26,265.9,395.61,78.8,32.41,20.91,28.63
Ashok Vihar,1420,2020-12-27,273.35,402.38,71.97,38.73,27.14,41.77
Ashok Vihar,1420,2020-12-28,106.25,277.79,52.08,26.8,28.66,29.74
Ashok Vihar,1420,2020-12-29,145.73,293.34,57.99,35.1,23.34,26.22
Ashok Vihar,1420,2020-12-30,186.0,261.19,47.41,39.38,19.96,21.64
Ashok Vihar,1420,2020-12-31,300.31,413.56,68.55,43.53,22.41,15.81
Ashok Vihar,1420,2021-01-01,551.69,712.58,79.16,46.37,23.6,19.85
Ashok Vihar,1420,2021-01-02,411.02,527.28,83.07,47.84,29.91,16.61
Dr. Karni Singh Shooting Range,1421,2018-02-08,53.0,350.4,165.76,37.08,33.46,41.75
Dr. Karni Singh Shooting Range,1421,2018-02-09,23.4,379.36,163.27,40.79,34.76,51.39
Dr. Karni Singh Shooting Range,1421,2018-02-10,58.0,313.25,147.36,36.27,41.09,63.97
Dr. Karni Singh Shooting Range,1421,2018-02-11,20.32,282.77,97.0,38.13,51.74,64.78
Dr. Karni Singh Shooting Range,1421,2018-02-12,59.0,142.31,28.17,32.78,26.42,55.16
Dr. Karni Singh Shooting Range,1421,2018-02-13,19.12,193.09,69.34,39.25,32.68,40.94
Dr. Karni Singh Shooting Range,1421,2018-02-14,42.6,179.14,54.54,31.59,29.49,46.3
Dr. Karni Singh Shooting Range,1421,2018-02-15,53.0,211.73,62.37,35.96,34.32,51.06
Dr. Karni Singh Shooting Range,1421,2018-02-16,21.316,262.65,74.68,42.34,37.05,42.15
Dr. Karni Singh Shooting Range,1421,2018-02-17,31.882,249.81,90.67,39.04,29.7,63.54
Dr. Karni Singh Shooting Range,1421,2018-02-18,50.61,235.54,82.78,37.56,23.97,60.76
Dr. Karni Singh Shooting Range,1421,2018-02-19,55.97,311.72,142.22,41.51,37.65,54.04
Dr. Karni Singh Shooting Range,1421,2018-02-20,52.83,321.44,113.4,42.81,39.75,56.73
Dr. Karni Singh Shooting Range,1421,2018-02-21,59.0,329.42,126.23,40.8,40.56,57.2
Dr. Karni Singh Shooting Range,1421,2018-02-22,11.1,294.76,150.14,46.25,38.03,50.58
Dr. Karni Singh Shooting Range,1421,2018-02-23,19.048,342.81,182.39,53.96,45.88,30.08
Dr. Karni Singh Shooting Range,1421,2018-02-24,28.042,307.71,78.71,51.98,43.36,61.71
Dr. Karni Singh Shooting Range,1421,2018-02-25,55.5,151.57,41.37,37.24,27.82,99.06
Dr. Karni Singh Shooting Range,1421,2018-02-26,39.74,142.95,41.76,33.58,23.47,61.12
