siteName,siteCode,Date,PM2.5,PM10,NO2,NH3,SO2,Ozone
Patparganj,1431,2020-05-28,36.26,224.18,5.8,52.02,5.87,32.76
Patparganj,1431,2020-05-29,19.95,61.7,6.25,53.21,6.13,32.66
Patparganj,1431,2020-05-30,19.42,41.56,5.27,56.96,3.87,28.63
Patparganj,1431,2020-05-31,17.77,29.97,5.4,55.21,4.28,29.39
Patparganj,1431,2020-06-01,41.85,64.76,8.65,49.14,7.26,24.15
Patparganj,1431,2020-06-02,39.41,71.85,8.35,57.04,4.61,24.28
Patparganj,1431,2020-06-03,48.94,90.02,12.62,53.75,6.54,26.31
Patparganj,1431,2020-06-04,62.99,107.88,15.25,57.88,6.4,23.94
Patparganj,1431,2020-06-05,40.57,66.21,8.98,55.42,5.02,24.05
Patparganj,1431,2020-06-06,25.15,50.59,6.95,49.36,3.51,23.83
Patparganj,1431,2020-06-07,34.23,62.78,7.86,47.54,4.31,30.88
Patparganj,1431,2020-06-08,41.35,70.54,9.15,48.51,6.97,24.69
Patparganj,1431,2020-06-09,53.77,91.38,12.47,51.45,7.47,19.38
Patparganj,1431,2020-06-10,56.94,102.72,16.97,51.9,6.49,14.51
Patparganj,1431,2020-06-11,52.4,92.36,11.43,59.35,5.8,18.44
Patparganj,1431,2020-06-12,54.82,96.66,9.22,58.75,3.99,23.77
Patparganj,1431,2020-06-13,50.76,98.62,9.64,52.49,4.02,24.52
Patparganj,1431,2020-06-14,63.98,105.58,10.01,58.75,5.08,23.66
Patparganj,1431,2020-06-15,43.19,78.11,9.49,55.06,5.79,17.57
Patparganj,1431,2020-06-16,34.3,66.62,6.98,45.81,4.28,23.43
Patparganj,1431,2020-06-17,28.5,57.22,4.44,46.29,3.24,24.12
Patparganj,1431,2020-06-18,30.71,57.6,4.83,45.69,3.42,18.92
Patparganj,1431,2020-06-19,62.35,118.53,4.95,48.04,3.98,15.61
Patparganj,1431,2020-06-20,36.79,58.77,8.72,51.76,7.72,17.42
Patparganj,1431,2020-06-21,33.46,50.44,8.0,44.26,4.64,15.38
Patparganj,1431,2020-06-22,27.97,43.07,6.57,52.82,5.79,18.75
Patparganj,1431,2020-06-23,20.09,31.99,4.26,50.47,5.09,10.94
Patparganj,1431,2020-06-24,21.41,31.18,4.74,47.6,6.07,6.49
Patparganj,1431,2020-06-25,30.57,47.34,8.07,55.35,5.03,15.86
Patparganj,1431,2020-06-26,41.46,91.12,8.23,65.58,5.24,4.24
Patparganj,1431,2020-06-27,50.68,143.43,9.56,49.79,5.32,11.98
Patparganj,1431,2020-06-28,88.6,260.23,10.32,39.69,3.63,14.4
Patparganj,1431,2020-06-29,55.72,144.38,8.58,42.9,4.21,22.8
Patparganj,1431,2020-06-30,33.79,69.03,4.69,42.31,5.3,17.99
Patparganj,1431,2020-07-01,38.18,73.54,5.42,40.79,5.53,21.8
Patparganj,1431,2020-07-02,46.78,83.92,6.67,41.42,4.81,26.24
Patparganj,1431,2020-07-03,50.47,91.01,6.77,46.42,4.87,25.66
Patparganj,1431,2020-07-04,37.97,71.61,4.33,48.73,2.96,21.0
Patparganj,1431,2020-07-05,25.11,43.22,4.6,41.08,3.54,39.13
Patparganj,1431,2020-07-06,38.56,53.44,8.05,43.11,3.73,27.34
Patparganj,1431,2020-07-07,12.7,24.75,5.91,42.1,4.54,19.66
Patparganj,1431,2020-07-08,17.31,29.06,9.19,30.38,3.92,19.55
Patparganj,1431,2020-07-09,30.29,42.26,10.41,30.39,3.52,22.46
Patparganj,1431,2020-07-10,19.69,38.16,9.44,39.17,2.55,18.57
Patparganj,1431,2020-07-11,17.62,42.28,6.78,36.88,3.94,32.75
Patparganj,1431,2020-07-12,18.84,31.68,6.36,35.85,4.29,26.98
Patparganj,1431,2020-07-13,28.28,64.62,9.82,34.31,3.16,25.14
Patparganj,1431,2020-07-14,37.38,87.55,9.87,37.45,3.99,22.28
Patparganj,1431,2020-07-15,33.6,58.08,6.46,41.54,3.76,25.42
Patparganj,1431,2020-07-16,25.25,40.23,6.7,45.74,4.02,20.12
Patparganj,1431,2020-07-17,37.36,47.28,7.71,40.23,2.95,20.16
Patparganj,1431,2020-07-18,29.98,44.72,6.7,39.25,2.26,21.0
Patparganj,1431,2020-07-19,21.5,27.37,11.13,45.14,1.91,21.06
Patparganj,1431,2020-07-20,14.18,25.21,13.09,39.3,3.01,26.33
Patparganj,1431,2020-07-21,14.91,22.51,11.71,31.86,4.36,25.32
Patparganj,1431,2020-07-22,16.64,22.78,13.67,32.49,4.34,16.26
Patparganj,1431,2020-07-23,32.23,41.49,14.56,36.31,4.36,19.92
Patparganj,1431,2020-07-24,35.0,58.85,10.93,54.98,4.78,23.01
Patparganj,1431,2020-07-25,23.48,51.95,7.06,57.6,5.34,20.19
Patparganj,1431,2020-07-26,33.16,67.18,11.45,55.15,2.896,24.58
Patparganj,1431,2020-07-27,29.78,84.57,17.3,61.16,2.6032,22.26
Patparganj,1431,2020-07-28,19.93,73.92,13.59,54.97,4.24,25.28
Patparganj,1431,2020-07-29,23.94,64.38,15.5,48.66,4.05,23.05
Patparganj,1431,2020-07-30,18.06,48.51,13.03,50.62,1.96,26.5
Patparganj,1431,2020-07-31,46.16,80.0,13.79,49.18,2.05,24.17
Patparganj,1431,2020-08-01,33.1,55.59,13.69,55.08,1.6119999999999997,21.08
Patparganj,1431,2020-08-02,22.47,51.12,12.73,46.71,1.1244,22.29
Patparganj,1431,2020-08-03,23.24,55.44,13.97,46.93,0.95728,23.81
Patparganj,1431,2020-08-04,26.92,57.09,9.92,39.85,0.738736,22.58
Patparganj,1431,2020-08-05,47.91,76.46,8.45,44.56,0.5640832,26.3
Patparganj,1431,2020-08-06,15.65,47.05,6.47,51.46,0.45201984,21.43
Patparganj,1431,2020-08-07,22.94,35.6,6.44,39.56,0.3509678079999999,29.09
Patparganj,1431,2020-08-08,50.02,61.35,9.58,42.04,0.2734141696,22.33
Patparganj,1431,2020-08-09,34.4,44.45,8.13,40.33,0.2152803635199999,25.62
Patparganj,1431,2020-08-10,25.99,38.19,6.57,46.62,0.167932468224,19.38
Patparganj,1431,2020-08-11,32.24,53.12,9.86,43.63,0.1313254002687999,20.89
Patparganj,1431,2020-08-12,23.78,45.85,7.89,42.34,0.1029076464025599,20.07
Patparganj,1431,2020-08-13,12.63,22.29,7.68,35.15,0.0804331029790719,20.29
Patparganj,1431,2020-08-14,19.8,35.45,7.76,31.34,0.0629332299300863,17.09
Patparganj,1431,2020-08-15,33.71,47.78,5.89,35.85,0.0492547958623436,18.26
Patparganj,1431,2020-08-16,17.76,32.16,6.57,36.77,0.0385242257543004,16.93
Patparganj,1431,2020-08-17,20.77,43.68,9.32,37.8,0.030142450309346,15.31
Patparganj,1431,2020-08-18,19.17,43.38,12.11,44.67,0.023584294385198,12.29
Patparganj,1431,2020-08-19,13.93,29.29,14.39,36.99,0.0184501940897689,9.16
Patparganj,1431,2020-08-20,11.78,27.52,12.75,34.34,0.0144353877568626,17.41
Patparganj,1431,2020-08-21,13.89,36.08,10.68,35.48,0.0112939752463659,16.38
Patparganj,1431,2020-08-22,11.0,34.32,8.21,45.11,0.0088359114185994,13.74
Patparganj,1431,2020-08-23,12.58,32.94,7.26,44.74,0.0069130548843655,14.31
Patparganj,1431,2020-08-24,10.91,27.94,9.42,37.82,0.0054085883098661,12.39
Patparganj,1431,2020-08-25,14.41,34.03,10.74,37.55,0.0042315109225662,10.66
Patparganj,1431,2020-08-26,13.57,35.81,16.53,34.87,0.0033106308233596,13.24
Patparganj,1431,2020-08-27,18.91,45.73,15.76,32.05,0.0025901460111584,18.26
Patparganj,1431,2020-08-28,27.04,56.23,22.93,40.54,0.0020264575514168,10.86
Patparganj,1431,2020-08-29,32.9,66.85,14.26,48.82,0.0015854468771869,19.18
Patparganj,1431,2020-08-30,14.97,36.56,8.01,44.45,0.0012404100879524,13.62
Patparganj,1431,2020-08-31,7.78,21.98,8.61,35.23,0.0009704629033112,13.16
Patparganj,1431,2020-09-01,12.6,35.18,10.28,31.01,0.0007592639736901,13.24
Patparganj,1431,2020-09-02,23.09,50.29,9.27,32.64,0.0005940273929907,13.83
Patparganj,1431,2020-09-03,37.55,64.59,7.11,37.53,0.0004647508539984,19.93
Patparganj,1431,2020-09-04,42.86,61.36,8.14,41.36,0.0003636084441358,20.32
Patparganj,1431,2020-09-05,35.12,56.9,11.28,41.09,0.000284477338225,14.33
Patparganj,1431,2020-09-06,30.67,38.06,12.63,41.97,0.0002225673272718,5.42
Patparganj,1431,2020-09-07,34.66,73.5,18.19,50.98,0.0001741306219265,12.86
Patparganj,1431,2020-09-08,27.7,63.75,10.31,40.51,3.43,17.5
Patparganj,1431,2020-09-09,49.38,85.92,11.26,43.95,5.71,17.96
Patparganj,1431,2020-09-10,52.11,90.03,15.31,44.01,5.55,16.64
Patparganj,1431,2020-09-11,61.57,100.05,16.26,44.93,7.82,16.97
Patparganj,1431,2020-09-12,74.72,111.45,13.56,47.68,7.45,19.97
Patparganj,1431,2020-09-13,75.99,110.77,10.25,48.92,7.38,27.44
Patparganj,1431,2020-09-14,77.86,115.01,12.81,49.38,7.81,26.46
Patparganj,1431,2020-09-15,71.66,108.81,15.79,46.0,7.16,24.05
Patparganj,1431,2020-09-16,72.36,120.24,19.98,46.35,6.38,20.18
Patparganj,1431,2020-09-17,52.14,89.7,18.38,44.85,7.15,22.49
Patparganj,1431,2020-09-18,48.75,87.79,16.3,46.03,5.29,23.2
Patparganj,1431,2020-09-19,58.27,122.66,14.13,45.73,7.66,23.01
Patparganj,1431,2020-09-20,82.93,155.53,13.82,50.35,13.95,27.65
Patparganj,1431,2020-09-21,71.73,137.36,12.33,47.76,9.98,28.23
Patparganj,1431,2020-09-22,39.77,76.54,14.64,43.03,12.16,20.72
Patparganj,1431,2020-09-23,29.99,59.85,12.08,34.2,10.92,20.62
Patparganj,1431,2020-09-24,41.74,76.31,11.36,35.79,9.99,18.86
Patparganj,1431,2020-09-25,58.57,111.84,20.48,39.26,8.18,11.63
Patparganj,1431,2020-09-26,71.3,134.34,28.77,47.53,7.74,6.53
Patparganj,1431,2020-09-27,49.79,93.84,16.98,43.35,5.71,15.63
Patparganj,1431,2020-09-28,76.36,141.53,19.91,46.39,6.97,19.09
Patparganj,1431,2020-09-29,78.36,213.84,18.5,49.66,7.06,20.76
Patparganj,1431,2020-09-30,66.94,188.85,19.95,45.41,6.22,15.62
Patparganj,1431,2020-10-01,68.94,196.53,23.91,48.83,7.06,14.7
Patparganj,1431,2020-10-02,77.02,204.05,19.53,54.72,8.19,21.31
Patparganj,1431,2020-10-03,74.65,198.61,23.84,48.99,7.43,20.4
Patparganj,1431,2020-10-04,82.52,200.75,23.4,52.03,8.99,17.92
Patparganj,1431,2020-10-05,73.64,211.38,29.7,54.82,7.29,16.51
Patparganj,1431,2020-10-06,78.6,222.42,32.21,56.87,6.64,13.26
Patparganj,1431,2020-10-07,113.29,251.98,33.06,61.53,11.94,11.8
Patparganj,1431,2020-10-08,92.99,224.79,30.43,59.1,9.35,12.09
Patparganj,1431,2020-10-09,96.68,230.68,34.04,59.33,9.46,10.15
Patparganj,1431,2020-10-10,101.58,217.97,31.7,61.05,8.53,11.01
Patparganj,1431,2020-10-11,105.61,213.7,25.42,50.7,8.14,15.93
Patparganj,1431,2020-10-12,157.44,268.94,29.88,59.2,9.2,8.16
Patparganj,1431,2020-10-13,139.93,251.17,25.43,70.69,8.07,15.97
Patparganj,1431,2020-10-14,150.16,249.14,23.75,68.69,10.12,14.51
Patparganj,1431,2020-10-15,184.9,264.25,22.38,56.77,11.03,13.75
Patparganj,1431,2020-10-16,124.17,219.88,26.56,46.94,10.9,10.44
Patparganj,1431,2020-10-17,144.22,263.48,35.46,56.07,10.42,11.99
Patparganj,1431,2020-10-18,116.06,220.28,30.66,55.18,7.62,13.99
Patparganj,1431,2020-10-19,131.75,258.38,31.71,51.03,10.38,12.06
Patparganj,1431,2020-10-20,125.64,259.46,33.97,46.24,10.38,9.74
Patparganj,1431,2020-10-21,119.82,260.59,33.39,51.01,10.62,11.93
Patparganj,1431,2020-10-22,206.06,365.99,38.25,65.06,9.05,9.83
Patparganj,1431,2020-10-23,254.16,387.73,38.05,69.66,9.94,14.61
Patparganj,1431,2020-10-24,220.92,348.55,42.12,67.94,7.45,11.21
Patparganj,1431,2020-10-25,232.92,363.1,47.0,62.51,10.28,7.93
Patparganj,1431,2020-10-26,227.16,350.89,42.64,61.17,7.27,13.13
Patparganj,1431,2020-10-27,185.56,293.18,34.33,48.2,5.02,13.08
Patparganj,1431,2020-10-28,212.34,338.07,45.22,52.47,8.48,6.62
Patparganj,1431,2020-10-29,276.23,409.7,61.65,73.01,11.21,10.13
Patparganj,1431,2020-10-30,244.98,370.47,50.71,69.17,12.21,15.93
Patparganj,1431,2020-10-31,293.5,419.41,44.01,57.91,11.69,15.2
Patparganj,1431,2020-11-01,289.24,425.02,43.38,52.69,12.33,12.01
Patparganj,1431,2020-11-02,180.22,346.24,45.21,49.59,12.13,9.12
Patparganj,1431,2020-11-03,151.89,339.42,49.64,53.52,14.98,12.3
Patparganj,1431,2020-11-04,347.31,515.02,64.02,64.12,13.93,7.9
Patparganj,1431,2020-11-05,296.15,431.33,55.87,55.54,7.74,6.81
Patparganj,1431,2020-11-06,271.48,425.66,60.1,58.13,8.04,7.95
Patparganj,1431,2020-11-07,352.15,492.1,55.03,58.75,7.57,6.28
Patparganj,1431,2020-11-08,391.0,564.6,60.36,64.32,10.23,6.59
Patparganj,1431,2020-11-09,632.63,692.3,72.43,77.26,8.46,4.71
Patparganj,1431,2020-11-10,452.22,403.5,61.7,75.91,8.08,9.9
Patparganj,1431,2020-11-11,213.09,397.66,43.08,105.55,7.81,18.7
Patparganj,1431,2020-11-12,200.65,374.41,50.56,111.12,11.09,8.32
Patparganj,1431,2020-11-13,229.23,387.05,59.12,97.74,6.88,11.0
Patparganj,1431,2020-11-14,439.85,587.3,61.79,70.51,13.05,13.04
Patparganj,1431,2020-11-15,278.48,326.67,33.71,80.57,12.33,28.85
Patparganj,1431,2020-11-16,97.62,128.98,21.36,57.99,4.47,26.27
Patparganj,1431,2020-11-17,77.02,128.11,29.38,50.4,4.49,9.8
Patparganj,1431,2020-11-18,121.08,177.22,36.51,44.76,3.73,10.64
Patparganj,1431,2020-11-19,155.03,230.25,36.69,44.74,6.49,15.62
Patparganj,1431,2020-11-20,157.95,232.59,41.73,42.6,5.95,12.05
Patparganj,1431,2020-11-21,121.0,199.57,33.91,34.44,5.38,15.98
Patparganj,1431,2020-11-22,154.6,244.17,38.9,37.17,6.98,7.75
Patparganj,1431,2020-11-23,212.55,335.57,52.82,42.78,9.2,14.98
Patparganj,1431,2020-11-24,311.39,469.57,67.12,55.51,10.05,18.08
Patparganj,1431,2020-11-25,295.96,412.84,47.53,62.78,8.9,14.61
Patparganj,1431,2020-11-26,111.74,167.44,24.54,47.58,5.61,14.59
Patparganj,1431,2020-11-27,81.84,140.41,33.12,41.23,6.54,9.17
Patparganj,1431,2020-11-28,127.44,194.49,37.79,41.21,5.15,7.2
Patparganj,1431,2020-11-29,144.25,227.4,43.76,42.75,5.33,6.43
Patparganj,1431,2020-11-30,221.71,325.64,50.16,48.14,6.73,7.61
Patparganj,1431,2020-12-01,273.17,395.67,58.65,53.37,7.16,5.41
Patparganj,1431,2020-12-02,240.4,334.74,51.89,56.88,6.49,5.85
Patparganj,1431,2020-12-03,204.25,283.99,51.35,58.05,6.21,9.74
Patparganj,1431,2020-12-04,313.93,447.36,54.85,83.14,9.18,10.67
Patparganj,1431,2020-12-05,303.8,411.32,37.86,75.5,5.51,14.8
Patparganj,1431,2020-12-06,283.6,380.07,42.87,67.72,6.08,13.58
Patparganj,1431,2020-12-07,317.47,425.28,42.57,70.31,3.35,7.71
Patparganj,1431,2020-12-08,261.82,393.93,43.05,68.2,5.2,6.83
Patparganj,1431,2020-12-09,247.79,410.08,55.2,78.49,6.48,6.21
Patparganj,1431,2020-12-10,146.26,263.07,40.03,82.23,7.38,8.37
Patparganj,1431,2020-12-11,187.97,297.38,47.18,89.05,10.69,12.46
Patparganj,1431,2020-12-12,271.39,341.18,28.11,82.8,4.13,8.88
Patparganj,1431,2020-12-13,128.89,176.54,18.2,56.02,3.81,21.84
Patparganj,1431,2020-12-14,107.5,153.1,14.39,45.48,11.86,23.33
Patparganj,1431,2020-12-15,135.93,193.96,21.99,44.04,12.33,17.53
Patparganj,1431,2020-12-16,129.09,183.15,25.95,55.15,6.39,17.2
Patparganj,1431,2020-12-17,147.94,205.3,24.1,55.23,2.78,15.5
Patparganj,1431,2020-12-18,146.57,219.72,33.85,47.49,4.88,14.47
Patparganj,1431,2020-12-19,176.22,256.91,40.89,60.8,5.87,10.21
Patparganj,1431,2020-12-20,213.34,302.74,42.02,65.79,6.43,9.04
Patparganj,1431,2020-12-21,250.69,378.85,44.85,69.14,10.2,7.88
Patparganj,1431,2020-12-22,438.94,608.92,56.34,92.26,8.13,8.07
Patparganj,1431,2020-12-23,407.41,564.96,54.11,93.26,9.0,9.54
Patparganj,1431,2020-12-24,361.47,484.9,46.0,92.39,17.9,10.69
Patparganj,1431,2020-12-25,221.01,312.05,38.98,75.23,4.66,9.49
Patparganj,1431,2020-12-26,261.14,363.81,41.61,72.61,4.65,8.57
Patparganj,1431,2020-12-27,282.2,370.12,33.48,76.72,10.79,25.64
Patparganj,1431,2020-12-28,95.98,250.32,21.14,50.64,6.27,19.66
Patparganj,1431,2020-12-29,140.21,278.09,28.35,66.51,5.74,12.17
Patparganj,1431,2020-12-30,188.91,256.52,23.87,71.37,2.65,17.36
Patparganj,1431,2020-12-31,282.31,356.73,38.79,75.53,4.1,8.71
Patparganj,1431,2021-01-01,480.63,520.79,46.97,78.59,7.67,12.75
Patparganj,1431,2021-01-02,363.84,414.58,38.09,83.72,10.45,12.25
Rohini,1430,2018-02-08,259.18,526.22,70.61,60.06,10.25,34.91
Rohini,1430,2018-02-09,243.11,517.87,78.66,69.56,12.89,34.61
Rohini,1430,2018-02-10,249.2,538.97,177.83,37.4,7.04,32.0
Rohini,1430,2018-02-11,144.54,357.67,51.3,70.58,10.45,24.49
Rohini,1430,2018-02-12,70.83,180.08,23.94,66.33,5.43,22.51
Rohini,1430,2018-02-13,114.47,223.89,28.86,72.42,8.35,26.35
Rohini,1430,2018-02-14,86.96,186.92,16.21,65.42,7.87,32.36
Rohini,1430,2018-02-15,106.5,213.88,18.11,67.16,9.33,36.03
Rohini,1430,2018-02-16,133.88,277.33,25.15,79.02,9.52,30.86
Rohini,1430,2018-02-17,143.61,299.96,19.7,77.33,10.2,30.21
Rohini,1430,2018-02-18,152.25,358.0,41.35,52.83,10.29,23.93
Rohini,1430,2018-02-19,232.21,377.22,93.31,50.06,18.67,20.41
Rohini,1430,2018-02-20,198.71,460.75,51.58,86.87,13.98,34.39
Rohini,1430,2018-02-21,213.58,464.73,152.43,58.3,15.25,46.12
Rohini,1430,2018-02-22,186.18,445.06,38.24,100.26,18.46,38.6
Rohini,1430,2018-02-23,177.21,430.62,38.89,97.79,18.91,26.54
Rohini,1430,2018-02-24,205.78,471.54,52.27,95.18,19.33,40.61
Rohini,1430,2018-02-25,62.588,235.71,19.05,64.65,14.39,21.46
Rohini,1430,2018-02-26,53.83,184.58,13.61,60.37,8.23,34.95
Rohini,1430,2018-02-27,94.12,234.25,16.19,66.42,11.07,33.22
Rohini,1430,2018-02-28,164.99,396.47,17.85,94.66,12.8,25.61
