Id,siteName,siteCode,Date,PM2.5,PM10,NO2,NH3,SO2,Ozone
12136,Rohini,1430,2019-05-30,118.54,278.75,52.9,46.98,29.56,50.4
12137,Rohini,1430,2019-05-31,88.79,373.75,32.52,54.08,9.61,34.69
12138,Rohini,1430,2019-06-01,109.17,308.58,33.36,107.17,10.02,48.77
12139,Rohini,1430,2019-06-02,80.08,231.33,18.62,108.14,6.76,41.15
12140,Rohini,1430,2019-06-03,64.88,299.45,21.16,75.59,6.68,41.97
12141,Rohini,1430,2019-06-04,58.99,176.72,22.54,61.19,6.76,55.61
12142,Rohini,1430,2019-06-05,77.83,213.15,34.43,67.1,7.67,48.72
12143,Rohini,1430,2019-06-06,67.76,245.16,28.6,57.34,6.77,46.27
12144,Rohini,1430,2019-06-07,58.59,145.06,22.88,56.45,7.38,57.66
12145,Rohini,1430,2019-06-08,63.12,193.5,33.51,57.06,5.25,50.24
12146,Rohini,1430,2019-06-09,126.17,320.17,41.36,61.42,13.21,48.82
12147,Rohini,1430,2019-06-10,74.84,256.96,42.09,67.3,6.21,31.36
12148,Rohini,1430,2019-06-11,100.69,406.99,31.4,67.49,7.8,19.02
12149,Rohini,1430,2019-06-12,55.65,222.12,12.11,60.8,5.98,46.63
12150,Rohini,1430,2019-06-13,50.96,171.5,18.6,58.23,6.89,34.7
12151,Rohini,1430,2019-06-14,59.23,197.96,19.23,45.74,8.43,41.28
12152,Rohini,1430,2019-06-15,88.55,279.02,18.79,56.19,6.73,36.25
12153,Rohini,1430,2019-06-16,42.12,160.54,4.45,42.6,5.5,31.41
12154,Rohini,1430,2019-06-17,39.92,130.88,6.52,47.01,6.54,29.8
12155,Rohini,1430,2019-06-18,241.54,86.6,12.44,52.8,5.85,32.99
12156,Rohini,1430,2019-06-19,85.11,229.34,14.56,62.25,10.45,40.54
12157,Rohini,1430,2019-06-20,42.62,131.79,13.74,50.99,5.69,58.45
12158,Rohini,1430,2019-06-21,71.48,179.16,27.07,55.9,8.03,42.51
12159,Rohini,1430,2019-06-22,80.67,186.08,16.8,63.03,10.84,44.43
12160,Rohini,1430,2019-06-23,44.71,128.67,11.41,63.85,7.11,42.19
12161,Rohini,1430,2019-06-24,27.17,85.12,11.23,53.26,6.52,23.45
12162,Rohini,1430,2019-06-25,56.5,129.46,14.91,52.17,6.03,40.34
12163,Rohini,1430,2019-06-26,73.75,163.42,11.41,60.19,6.86,31.66
12164,Rohini,1430,2019-06-27,69.42,248.07,13.22,54.16,8.62,27.81
12165,Rohini,1430,2019-06-28,71.96,251.23,13.14,54.35,8.71,22.57
12166,Rohini,1430,2019-06-29,63.71,306.78,15.39,43.27,6.52,24.45
12167,Rohini,1430,2019-06-30,61.5,274.05,12.47,49.41,6.98,20.69
12168,Rohini,1430,2019-07-01,52.31,178.48,9.46,51.52,5.49,36.58
12169,Rohini,1430,2019-07-02,64.08,230.01,8.14,49.69,5.05,38.44
12170,Rohini,1430,2019-07-03,37.48,114.58,16.93,63.09,4.2,27.48
12171,Rohini,1430,2019-07-04,35.33,75.97,13.97,57.64,3.16,9.84
12172,Rohini,1430,2019-07-05,56.08,105.79,17.29,55.88,2.71,8.04
12173,Rohini,1430,2019-07-06,603.38,84.05,16.2,60.51,3.19,22.63
12174,Rohini,1430,2019-07-07,40.23,88.26,9.42,31.34,3.17,12.09
12175,Rohini,1430,2019-07-08,46.65,142.55,16.66,43.42,3.64,8.5
12176,Rohini,1430,2019-07-09,39.0,125.84,17.41,60.56,3.09,9.0
12177,Rohini,1430,2019-07-10,69.71,332.09,16.27,82.62,2.4,10.19
12178,Rohini,1430,2019-07-11,67.54,383.7,12.52,59.73,2.78,10.98
12179,Rohini,1430,2019-07-12,72.06,446.83,12.89,55.21,2.91,9.7
12180,Rohini,1430,2019-07-13,54.08,286.58,10.82,51.64,2.8,14.63
12181,Rohini,1430,2019-07-14,58.25,300.88,10.99,46.2,3.72,19.42
12182,Rohini,1430,2019-07-15,30.62,120.12,13.11,41.54,3.28,17.54
12183,Rohini,1430,2019-07-16,24.58,61.79,11.06,39.21,3.11,19.89
12184,Rohini,1430,2019-07-17,29.42,59.29,14.79,39.86,3.16,21.7
12185,Rohini,1430,2019-07-18,30.58,84.38,26.63,43.95,3.07,23.65
12186,Rohini,1430,2019-07-19,61.42,159.5,27.76,51.52,3.82,44.87
12187,Rohini,1430,2019-07-20,46.12,125.29,24.1,50.78,3.5,14.02
12188,Rohini,1430,2019-07-21,49.5,119.75,25.29,58.51,2.75,26.72
12189,Rohini,1430,2019-07-22,78.12,152.5,22.73,68.37,2.92,21.34
12190,Rohini,1430,2019-07-23,79.46,163.12,23.09,95.13,2.95,24.35
12191,Rohini,1430,2019-07-24,59.04,161.21,24.27,88.8,2.79,14.96
12192,Rohini,1430,2019-07-25,17.38,51.58,14.92,53.46,2.65,11.66
12193,Rohini,1430,2019-07-26,31.0,62.42,15.0,49.12,2.79,16.85
12194,Rohini,1430,2019-07-27,29.54,51.33,14.44,42.81,2.67,19.48
12195,Rohini,1430,2019-07-28,25.5,54.79,14.17,49.14,3.05,27.25
12196,Rohini,1430,2019-07-29,28.65,69.23,14.78,54.34,3.6,19.21
12197,Rohini,1430,2019-07-30,33.92,82.94,13.69,58.65,3.68,13.31
12198,Rohini,1430,2019-07-31,36.68,83.39,14.15,56.25,3.43,19.2
12199,Rohini,1430,2019-08-01,38.92,86.61,19.51,59.19,3.98,17.32
12200,Rohini,1430,2019-08-02,30.15,72.51,17.16,46.37,3.6,18.49
12201,Rohini,1430,2019-08-03,47.88,89.57,16.91,57.81,3.34,12.63
12202,Rohini,1430,2019-08-04,61.08,108.49,17.17,55.7,2.89,12.24
12203,Rohini,1430,2019-08-05,60.75,128.45,25.19,55.31,3.15,15.46
12204,Rohini,1430,2019-08-06,34.83,65.44,23.23,63.95,2.36,10.49
12205,Rohini,1430,2019-08-07,34.29,66.71,14.35,52.79,2.86,10.85
12206,Rohini,1430,2019-08-08,42.04,97.36,18.91,51.71,3.06,21.34
12207,Rohini,1430,2019-08-09,11.62,50.34,8.5,45.47,3.21,16.58
12208,Rohini,1430,2019-08-10,16.92,39.25,14.55,41.91,3.15,10.87
12209,Rohini,1430,2019-08-11,30.71,71.17,16.0,47.5,3.8,19.8
12210,Rohini,1430,2019-08-12,15.83,52.49,13.9,42.84,3.4,9.89
12211,Rohini,1430,2019-08-13,20.75,55.26,12.95,36.66,3.46,7.25
12212,Rohini,1430,2019-08-14,34.21,64.82,14.16,48.78,2.84,13.71
12213,Rohini,1430,2019-08-15,31.67,58.12,9.05,56.15,3.13,11.11
12214,Rohini,1430,2019-08-16,15.71,34.83,11.1,39.97,2.9,11.22
12215,Rohini,1430,2019-08-17,8.08,17.92,10.56,31.49,2.53,5.8
12216,Rohini,1430,2019-08-18,21.88,38.71,11.96,34.13,2.79,8.51
12217,Rohini,1430,2019-08-19,46.12,96.42,16.14,49.12,2.84,18.08
12218,Rohini,1430,2019-08-20,43.92,92.54,10.11,64.41,3.53,12.83
12219,Rohini,1430,2019-08-21,52.29,141.75,12.14,67.26,3.54,15.1
12220,Rohini,1430,2019-08-22,48.38,137.33,25.22,60.34,4.14,8.74
12221,Rohini,1430,2019-08-23,54.75,169.83,21.64,73.03,4.13,12.42
12222,Rohini,1430,2019-08-24,65.25,187.38,23.4,86.51,4.7,12.4
12223,Rohini,1430,2019-08-25,36.08,70.92,19.58,57.55,3.32,12.05
12224,Rohini,1430,2019-08-26,35.71,78.88,19.43,57.35,3.52,9.01
12225,Rohini,1430,2019-08-27,75.53,144.87,22.17,72.63,5.05,34.58
12226,Rohini,1430,2019-08-28,60.62,134.04,20.67,90.14,5.85,29.28
12227,Rohini,1430,2019-08-29,38.42,88.46,22.7,59.16,4.57,13.9
12228,Rohini,1430,2019-08-30,276.25,135.79,21.25,59.16,5.73,35.7
12229,Rohini,1430,2019-08-31,74.17,161.08,28.41,65.88,4.66,17.91
12230,Rohini,1430,2019-09-01,54.42,99.71,18.47,85.34,3.52,18.3
12231,Rohini,1430,2019-09-02,49.83,94.29,17.39,69.17,4.36,23.67
12232,Rohini,1430,2019-09-03,87.92,160.0,21.32,71.77,5.32,15.88
12233,Rohini,1430,2019-09-04,81.0,148.38,20.21,78.36,5.42,25.55
12234,Rohini,1430,2019-09-05,41.08,87.09,21.84,63.73,5.85,27.19
12235,Rohini,1430,2019-09-06,405.24,94.91,20.81,50.15,5.04,18.16
12236,Rohini,1430,2019-09-07,45.58,88.81,21.95,50.91,2.97,14.48
12237,Rohini,1430,2019-09-08,46.62,82.5,14.66,39.26,3.02,19.97
12238,Rohini,1430,2019-09-09,63.46,119.5,12.68,0.19,3.01,13.23
12239,Rohini,1430,2019-09-10,73.5,148.33,17.98,0.21,3.81,17.03
12240,Rohini,1430,2019-09-11,88.38,170.96,21.89,44.75,3.82,26.19
12241,Rohini,1430,2019-09-12,59.75,117.46,21.33,48.32,3.61,18.78
12242,Rohini,1430,2019-09-13,36.42,80.37,4.3,1.55,3.0,16.73
12243,Rohini,1430,2019-09-14,31.75,60.91,4.6,2.12,3.39,20.49
12244,Rohini,1430,2019-09-15,38.28,71.09,4.65,2.15,3.32,13.64
12245,Rohini,1430,2019-09-16,79.19,141.9,4.26,4.53,4.72,17.48
12246,Rohini,1430,2019-09-17,62.35,130.39,3.54,6.91,3.71,29.72
12247,Rohini,1430,2019-09-18,36.12,90.54,3.41,7.2,5.36,32.93
12248,Rohini,1430,2019-09-19,27.74,63.43,10.52,5.83,4.74,19.37
12249,Rohini,1430,2019-09-20,66.28,140.34,20.59,1.33,4.61,33.94
12250,Rohini,1430,2019-09-21,45.38,104.06,10.91,3.05,3.54,18.74
12251,Rohini,1430,2019-09-22,31.98,73.34,4.85,4.42,4.17,12.33
12252,Rohini,1430,2019-09-23,49.96,98.85,4.51,4.37,4.08,20.81
12253,Rohini,1430,2019-09-24,43.21,97.25,4.53,4.29,4.18,17.91
12254,Rohini,1430,2019-09-25,36.57,85.23,4.4,4.34,3.35,18.64
12255,Rohini,1430,2019-09-26,35.51,73.92,4.76,4.22,6.71,24.94
12256,Rohini,1430,2019-09-27,19.74,50.04,4.65,4.28,5.49,19.3
12257,Rohini,1430,2019-09-28,33.02,69.82,6.58,4.85,5.64,13.97
12258,Rohini,1430,2019-09-29,25.15,53.28,7.1,2.6699999999999995,4.97,12.24
12259,Rohini,1430,2019-09-30,37.67,85.33,22.23,2.3600000000000003,3.91,16.83
12260,Rohini,1430,2019-10-01,35.54,87.55,23.81,4.78,4.15,16.7
12261,Rohini,1430,2019-10-02,53.92,112.71,23.41,48.94,4.74,21.32
12262,Rohini,1430,2019-10-03,77.62,190.08,27.24,85.19,5.55,24.51
12263,Rohini,1430,2019-10-04,47.33,97.38,14.53,46.05,4.53,19.77
12264,Rohini,1430,2019-10-05,42.67,97.96,14.31,33.22,4.03,21.48
12265,Rohini,1430,2019-10-06,62.92,143.0,14.09,32.891999999999996,4.66,26.62
12266,Rohini,1430,2019-10-07,56.52,135.81,11.24,29.97,4.17,27.65
12267,Rohini,1430,2019-10-08,53.29,122.04,11.97,11.32,4.05,29.09
12268,Rohini,1430,2019-10-09,99.08,242.16,25.56,12.26,6.29,35.19
12269,Rohini,1430,2019-10-10,130.25,295.19,28.96,14.63,7.39,43.81
12270,Rohini,1430,2019-10-11,126.42,238.08,19.37,16.12,6.39,32.91
12271,Rohini,1430,2019-10-12,129.08,243.38,17.98,16.76,6.74,27.48
12272,Rohini,1430,2019-10-13,153.21,314.54,21.82,19.48,8.42,41.47
12273,Rohini,1430,2019-10-14,140.25,300.42,24.69,17.56,5.42,24.55
12274,Rohini,1430,2019-10-15,182.33,381.38,32.69,18.34,6.64,32.46
12275,Rohini,1430,2019-10-16,162.25,322.96,33.81,21.46,6.35,36.03
12276,Rohini,1430,2019-10-17,151.26,302.81,35.37,15.13,9.8,58.62
12277,Rohini,1430,2019-10-18,83.11,171.85,28.72,14.71,6.04,21.56
12278,Rohini,1430,2019-10-19,97.83,200.79,23.48,16.99,5.32,27.29
12279,Rohini,1430,2019-10-20,115.38,220.75,18.47,16.59,5.2,19.92
12280,Rohini,1430,2019-10-21,132.54,254.47,23.45,16.99,5.67,21.47
12281,Rohini,1430,2019-10-22,112.27,234.95,23.75,19.23,5.82,23.67
12282,Rohini,1430,2019-10-23,150.25,336.23,31.82,28.58,6.51,24.84
12283,Rohini,1430,2019-10-24,218.15,432.48,39.33,28.68,7.01,32.32
12284,Rohini,1430,2019-10-25,157.73,318.94,37.38,28.07,6.67,31.32
12285,Rohini,1430,2019-10-26,173.06,355.06,39.93,37.16,5.71,34.65
12286,Rohini,1430,2019-10-27,269.08,396.41,25.46,33.63,6.24,22.69
12287,Rohini,1430,2019-10-28,297.83,432.93,26.6,70.14,7.71,22.11
12288,Rohini,1430,2019-10-29,327.39,513.28,33.6,74.96,5.57,12.97
12289,Rohini,1430,2019-10-30,292.21,532.0,36.01,78.24,5.91,14.2
12290,Rohini,1430,2019-10-31,322.12,594.58,35.85,72.15,6.11,14.74
12291,Rohini,1430,2019-11-01,333.46,606.79,37.49,41.31,5.59,24.25
12292,Rohini,1430,2019-11-02,291.38,522.96,23.48,41.54,4.8,12.23
12293,Rohini,1430,2019-11-03,547.33,651.71,24.71,44.61,2.8,7.4
12294,Rohini,1430,2019-11-04,253.38,434.62,19.3,39.42,4.76,17.14
12295,Rohini,1430,2019-11-05,175.18,340.86,23.77,41.3,6.09,21.24
12296,Rohini,1430,2019-11-06,83.67,238.65,38.02,40.44,4.72,16.72
12297,Rohini,1430,2019-11-07,150.56,293.17,32.52,40.86,4.23,12.82
12298,Rohini,1430,2019-11-08,197.38,280.13,27.9,41.82,4.49,20.34
12299,Rohini,1430,2019-11-09,178.92,244.25,20.06,43.64,4.47,17.07
12300,Rohini,1430,2019-11-10,252.67,332.17,26.31,42.75,6.37,22.57
12301,Rohini,1430,2019-11-11,317.38,412.62,30.48,43.26,6.24,23.17
12302,Rohini,1430,2019-11-12,517.21,634.42,39.96,48.96,6.24,14.9
12303,Rohini,1430,2019-11-13,492.21,612.66,40.62,53.31,6.17,1.23
12304,Rohini,1430,2019-11-14,432.88,568.94,41.78,50.87,6.81,13.98
12305,Rohini,1430,2019-11-15,538.74,594.9,30.21,40.95,5.06,21.02
12306,Rohini,1430,2019-11-16,224.79,309.5,18.23,10.55,5.6,0.82
12307,Rohini,1430,2019-11-17,126.67,171.32,14.57,10.5,6.5,0.37
12308,Rohini,1430,2019-11-18,153.96,204.99,21.21,14.26,5.49,9.2
12309,Rohini,1430,2019-11-19,168.23,260.19,29.96,36.04,5.81,13.53
12310,Rohini,1430,2019-11-20,260.42,415.98,44.56,30.03,7.9,26.72
12311,Rohini,1430,2019-11-21,287.93,471.03,49.81,45.17,8.12,26.29
12312,Rohini,1430,2019-11-22,267.94,412.45,42.63,16.35,6.99,24.11
12313,Rohini,1430,2019-11-23,143.4,207.04,19.05,16.92,6.05,13.39
12314,Rohini,1430,2019-11-24,133.19,184.38,16.23,31.52,5.47,18.29
12315,Rohini,1430,2019-11-25,160.69,246.03,24.58,30.61,6.58,16.74
12316,Rohini,1430,2019-11-26,139.83,241.9,30.84,33.31,8.31,28.7
12317,Rohini,1430,2019-11-27,78.19,130.36,20.1,36.69,3.8,21.57
12318,Rohini,1430,2019-11-28,35.65,51.97,13.9,36.42,2.16,12.41
12319,Rohini,1430,2019-11-29,76.85,119.83,17.61,29.23,2.93,14.25
12320,Rohini,1430,2019-11-30,122.83,171.7,17.66,24.74,2.69,12.03
12321,Rohini,1430,2019-12-01,184.67,246.73,20.84,22.44,5.16,19.56
12322,Rohini,1430,2019-12-02,216.88,309.64,26.13,15.282,5.58,16.72
12323,Rohini,1430,2019-12-03,212.9,330.18,30.57,19.52,4.92,15.93
12324,Rohini,1430,2019-12-04,230.11,373.17,35.31,36.1,4.94,15.01
12325,Rohini,1430,2019-12-05,401.86,594.06,44.04,34.92,4.61,24.12
12326,Rohini,1430,2019-12-06,308.29,418.0,30.22,110.81,6.19,13.6
12327,Rohini,1430,2019-12-07,312.04,459.89,33.57,127.47,4.8,14.01
12328,Rohini,1430,2019-12-08,373.83,530.36,34.7,160.24,4.46,11.91
12329,Rohini,1430,2019-12-09,283.66,417.99,34.34,161.03,3.36,15.04
12330,Rohini,1430,2019-12-10,334.39,475.08,38.81,146.93,3.93,15.27
12331,Rohini,1430,2019-12-11,424.61,608.45,57.62,273.51,5.3,30.0
12332,Rohini,1430,2019-12-12,356.0,447.88,34.59,359.91,4.73,18.15
12333,Rohini,1430,2019-12-13,113.18,134.59,17.95,243.67,2.62,11.19
12334,Rohini,1430,2019-12-14,101.35,158.39,19.31,144.17,3.48,10.66
12335,Rohini,1430,2019-12-15,123.32,159.95,13.52,106.57,3.5,9.45
12336,Rohini,1430,2019-12-16,99.96,129.31,9.53,102.36,3.25,9.17
12337,Rohini,1430,2019-12-17,126.48,154.56,10.58,59.44,3.04,10.37
12338,Rohini,1430,2019-12-18,190.71,237.51,15.43,72.44,3.23,16.67
12339,Rohini,1430,2019-12-19,362.83,478.61,34.34,95.45,2.92,8.6
12340,Rohini,1430,2019-12-20,363.35,476.25,27.03,88.46,2.42,7.99
12341,Rohini,1430,2019-12-21,245.12,327.73,17.29,84.95,3.19,4.38
12342,Rohini,1430,2019-12-22,158.62,194.46,11.0,84.46,3.05,8.07
12343,Rohini,1430,2019-12-23,183.87,231.26,12.43,80.04,3.17,8.39
12344,Rohini,1430,2019-12-24,291.08,401.38,23.78,86.43,3.27,6.91
12345,Rohini,1430,2019-12-25,169.26,245.28,11.54,68.2,2.79,6.91
12346,Rohini,1430,2019-12-26,208.82,292.27,13.98,74.92,3.0,11.4
12347,Rohini,1430,2019-12-27,286.48,419.73,21.88,84.24,3.3,20.09
12348,Rohini,1430,2019-12-28,279.35,414.11,19.96,73.02,3.33,17.29
12349,Rohini,1430,2019-12-29,319.29,467.7,25.64,67.07,3.54,12.33
12350,Rohini,1430,2019-12-30,425.54,569.83,30.16,69.31,3.78,3.4
12351,Rohini,1430,2019-12-31,348.09,350.88,29.42,72.38,4.57,11.03
12352,Rohini,1430,2020-01-01,408.55,526.71,31.55,74.06,6.48,20.13
12353,Rohini,1430,2020-01-02,393.07,511.3,29.01,82.17,6.44,30.64
12354,Rohini,1430,2020-01-03,270.26,399.84,32.07,77.49,5.6,7.86
12355,Rohini,1430,2020-01-04,285.42,382.68,27.87,78.09,5.06,11.3
12356,Rohini,1430,2020-01-05,205.5,273.17,22.81,76.0,4.29,13.08
12357,Rohini,1430,2020-01-06,186.2,250.03,24.5,67.48,4.71,5.82
12358,Rohini,1430,2020-01-07,150.3,179.35,26.65,57.82,4.41,11.01
12359,Rohini,1430,2020-01-08,130.74,144.14,19.26,46.34,2.45,8.5
12360,Rohini,1430,2020-01-09,111.79,139.16,12.17,46.31,2.6,10.83
12361,Rohini,1430,2020-01-10,144.38,186.15,18.95,45.38,4.48,14.24
12362,Rohini,1430,2020-01-11,193.08,273.49,23.84,46.14,4.9,16.06
12363,Rohini,1430,2020-01-12,259.96,435.29,31.1,49.1,5.4,12.74
12364,Rohini,1430,2020-01-13,228.62,319.04,34.12,49.14,4.66,7.93
12365,Rohini,1430,2020-01-14,122.21,150.92,12.64,42.07,2.99,10.18
12366,Rohini,1430,2020-01-15,132.0,178.54,17.2,40.83,4.59,15.07
12367,Rohini,1430,2020-01-16,159.62,213.42,18.16,42.09,3.68,6.07
12368,Rohini,1430,2020-01-17,141.75,188.25,15.17,35.79,3.68,6.52
12369,Rohini,1430,2020-01-18,140.04,189.17,19.43,35.15,3.19,7.26
12370,Rohini,1430,2020-01-19,137.5,176.92,10.63,38.11,2.98,15.58
12371,Rohini,1430,2020-01-20,170.79,247.62,19.05,38.91,8.45,12.05
12372,Rohini,1430,2020-01-21,339.57,502.24,34.67,47.04,9.78,7.66
12373,Rohini,1430,2020-01-22,214.51,284.42,24.81,66.63,1.7,13.48
12374,Rohini,1430,2020-01-23,98.08,138.66,18.98,89.58,3.4,15.56
12375,Rohini,1430,2020-01-24,115.33,182.01,25.73,73.76,4.91,19.29
12376,Rohini,1430,2020-01-25,191.25,307.74,33.46,75.71,6.13,15.17
12377,Rohini,1430,2020-01-26,275.04,423.17,28.14,62.06,7.53,21.04
12378,Rohini,1430,2020-01-27,257.79,364.53,43.63,63.81,6.85,9.5
12379,Rohini,1430,2020-01-28,123.0,147.17,24.33,49.75,5.58,12.77
12380,Rohini,1430,2020-01-29,115.21,153.67,18.54,41.84,6.91,18.17
12381,Rohini,1430,2020-01-30,125.67,182.5,18.99,39.35,7.02,16.62
12382,Rohini,1430,2020-01-31,133.25,200.27,21.34,42.44,6.0,13.57
12383,Rohini,1430,2020-02-01,156.46,274.44,22.41,47.19,6.03,22.72
12384,Rohini,1430,2020-02-02,174.62,236.07,21.77,45.31,7.84,14.73
12385,Rohini,1430,2020-02-03,199.92,339.0,29.92,43.74,8.33,18.6
12386,Rohini,1430,2020-02-04,254.67,428.17,39.4,47.87,8.45,30.1
12387,Rohini,1430,2020-02-05,203.17,295.24,23.83,54.39,9.21,19.06
12388,Rohini,1430,2020-02-06,182.71,257.77,28.21,47.9,7.01,19.19
12389,Rohini,1430,2020-02-07,198.88,295.48,27.99,48.48,6.79,20.49
12390,Rohini,1430,2020-02-08,205.42,265.38,22.81,44.7,10.92,20.5
12391,Rohini,1430,2020-02-09,213.75,317.51,26.06,42.87,8.7,20.93
12392,Rohini,1430,2020-02-10,250.42,384.88,31.06,43.73,9.07,18.45
12393,Rohini,1430,2020-02-11,234.38,355.96,30.6,49.6,8.03,19.1
12394,Rohini,1430,2020-02-12,220.17,315.29,23.6,47.38,12.39,23.57
12395,Rohini,1430,2020-02-13,124.21,180.56,16.57,58.12,10.07,26.03
12396,Rohini,1430,2020-02-14,99.79,165.67,14.29,54.25,7.15,26.55
12397,Rohini,1430,2020-02-15,121.0,186.29,19.95,48.81,11.58,27.13
12398,Rohini,1430,2020-02-16,218.75,311.35,32.64,50.6,14.94,21.36
12399,Rohini,1430,2020-02-17,209.13,319.9,30.74,59.41,12.06,22.01
12400,Rohini,1430,2020-02-18,173.44,292.24,33.72,59.81,10.79,25.61
12401,Rohini,1430,2020-02-19,185.15,345.69,41.46,56.75,10.41,22.5
12402,Rohini,1430,2020-02-20,113.35,235.91,27.09,50.08,5.99,35.39
12403,Rohini,1430,2020-02-21,58.52,77.32,17.25,46.72,5.62,21.33
12404,Rohini,1430,2020-02-22,79.07,130.61,31.03,56.62,10.6,9.5
12405,Rohini,1430,2020-02-23,126.08,199.53,23.23,33.11,14.39,17.92
12406,Rohini,1430,2020-02-24,85.92,156.56,25.88,35.79,13.29,21.02
12407,Rohini,1430,2020-02-25,177.22,252.32,28.04,43.84,17.13,17.78
12408,Rohini,1430,2020-02-26,214.39,348.91,31.22,64.96,15.89,17.51
12409,Rohini,1430,2020-02-27,144.36,246.03,40.04,65.7,11.97,24.58
12410,Rohini,1430,2020-02-28,95.32,171.14,30.09,66.03,8.01,19.17
12411,Rohini,1430,2020-02-29,70.06,128.06,24.73,46.83,9.11,17.33
12412,Rohini,1430,2020-03-01,61.73,113.92,28.08,40.71,9.88,25.4
12413,Rohini,1430,2020-03-02,123.61,223.52,26.9,54.52,13.21,16.53
12414,Rohini,1430,2020-03-03,112.88,218.79,27.22,57.04,12.22,14.88
12415,Rohini,1430,2020-03-04,104.5,211.04,31.36,58.8,11.55,19.65
12416,Rohini,1430,2020-03-05,36.96,67.48,23.77,43.25,7.25,18.5
12417,Rohini,1430,2020-03-06,31.76,47.38,25.01,37.58,8.49,16.34
12418,Rohini,1430,2020-03-07,60.91,108.22,28.69,36.13,7.98,18.77
12419,Rohini,1430,2020-03-08,102.1,164.92,22.28,42.17,7.76,23.77
12420,Rohini,1430,2020-03-09,92.29,150.57,18.04,39.34,10.2,18.0
12421,Rohini,1430,2020-03-10,123.91,194.47,19.92,53.95,14.12,16.62
12422,Rohini,1430,2020-03-11,55.47,114.44,27.47,52.51,6.6,21.63
12423,Rohini,1430,2020-03-12,74.75,187.1,28.2,40.98,10.15,11.52
12424,Rohini,1430,2020-03-13,79.5,255.88,27.75,37.55,10.45,17.14
12425,Rohini,1430,2020-03-14,47.0,72.29,18.91,35.51,9.2,15.07
12426,Rohini,1430,2020-03-15,85.08,103.054,20.53,37.21,9.9,20.65
12427,Rohini,1430,2020-03-16,85.12,221.6,17.41,38.7,11.96,18.58
12428,Rohini,1430,2020-03-17,101.88,207.12,21.61,39.86,12.8,17.57
12429,Rohini,1430,2020-03-18,88.29,182.17,19.65,38.25,12.27,20.86
12430,Rohini,1430,2020-03-19,124.08,240.0,24.79,47.69,16.72,19.92
12431,Rohini,1430,2020-03-20,102.26,248.92,34.96,39.99,14.89,23.96
12432,Rohini,1430,2020-03-21,118.85,249.45,27.94,46.13,16.31,19.33
12433,Rohini,1430,2020-03-22,88.85,146.31,14.64,40.51,11.37,22.1
12434,Rohini,1430,2020-03-23,74.33,129.6,15.26,36.86,11.69,19.4
12435,Rohini,1430,2020-03-24,58.58,101.15,15.36,38.97,12.72,15.65
12436,Rohini,1430,2020-03-25,47.44,79.94,11.09,39.67,8.91,12.23
12437,Rohini,1430,2020-03-26,67.55,106.07,8.22,41.58,10.78,7.28
12438,Rohini,1430,2020-03-27,32.86,51.05,8.42,32.05,8.62,6.86
12439,Rohini,1430,2020-03-28,30.31,53.36,8.43,30.98,7.76,8.47
12440,Rohini,1430,2020-03-29,38.31,75.52,7.03,28.16,9.27,15.94
12441,Rohini,1430,2020-03-30,53.62,90.92,8.44,28.97,9.8,18.26
12442,Rohini,1430,2020-03-31,50.71,90.88,7.87,28.18,9.46,20.71
12443,Rohini,1430,2020-04-01,47.67,91.96,8.46,29.57,11.1,18.19
12444,Rohini,1430,2020-04-02,41.33,87.07,6.92,26.79,9.32,23.26
12445,Rohini,1430,2020-04-03,58.04,101.53,8.9,25.46,10.43,27.02
12446,Rohini,1430,2020-04-04,64.9,112.94,12.01,32.71,10.13,20.42
12447,Rohini,1430,2020-04-05,78.96,140.22,10.58,39.69,12.69,23.99
12448,Rohini,1430,2020-04-06,75.35,143.95,10.63,40.29,11.42,20.75
12449,Rohini,1430,2020-04-07,40.19,125.18,7.47,35.16,10.43,23.77
12450,Rohini,1430,2020-04-08,39.47,102.36,7.82,27.19,9.88,30.92
12451,Rohini,1430,2020-04-09,55.77,111.61,9.59,29.0,10.85,30.56
12452,Rohini,1430,2020-04-10,78.31,151.67,13.66,41.69,12.76,19.38
12453,Rohini,1430,2020-04-11,56.69,133.34,10.52,42.29,12.97,26.21
12454,Rohini,1430,2020-04-12,55.88,127.28,7.85,34.06,13.91,30.86
12455,Rohini,1430,2020-04-13,88.46,188.3,14.03,41.03,15.32,22.07
12456,Rohini,1430,2020-04-14,97.17,222.91,17.68,51.83,14.27,10.46
12457,Rohini,1430,2020-04-15,88.0,247.83,15.82,43.58,9.65,17.76
12458,Rohini,1430,2020-04-16,83.29,238.78,11.36,49.04,13.4,20.27
12459,Rohini,1430,2020-04-17,28.79,108.66,6.88,38.49,9.69,31.07
12460,Rohini,1430,2020-04-18,36.42,119.19,6.62,38.12,8.89,23.5
12461,Rohini,1430,2020-04-19,54.12,108.05,10.5,43.5,9.98,13.31
12462,Rohini,1430,2020-04-20,69.46,149.49,12.27,49.38,11.07,7.24
12463,Rohini,1430,2020-04-21,53.12,117.69,8.12,42.17,12.49,15.75
12464,Rohini,1430,2020-04-22,80.54,175.86,11.1,41.88,17.18,21.22
12465,Rohini,1430,2020-04-23,75.96,172.75,13.65,42.72,14.87,22.37
12466,Rohini,1430,2020-04-24,81.38,160.43,14.81,45.85,13.58,22.39
12467,Rohini,1430,2020-04-25,38.96,114.14,8.09,35.46,11.67,31.03
