siteName,siteCode,Date,PM2.5,PM10,NO2,NH3,SO2,Ozone,AQI
Sonia Vihar,1432,2020-07-15,40.74,117.46,16.36,53.72,10.53,65.42,291
Sonia Vihar,1432,2020-07-16,36.85,87.7,16.57,55.18,12.69,46.66,192
Sonia Vihar,1432,2020-07-17,47.65,93.22,16.51,54.26,12.41,47.03,210
Sonia Vihar,1432,2020-07-18,39.25,91.08,14.21,52.47,12.07,38.54,203
Sonia Vihar,1432,2020-07-19,28.09,58.5,14.07,49.32,6.49,34.51,97
Sonia Vihar,1432,2020-07-20,19.17,51.58,15.28,48.31,7.13,59.48,85
Sonia Vihar,1432,2020-07-21,26.08,45.96,13.83,39.42,8.49,49.35,76
Sonia Vihar,1432,2020-07-22,32.09,50.74,11.71,39.97,7.22,22.11,84
Sonia Vihar,1432,2020-07-23,32.53,66.57,13.42,44.17,8.36,36.91,121
Sonia Vihar,1432,2020-07-24,42.04,101.76,16.19,69.63,12.32,64.36,239
Sonia Vihar,1432,2020-07-25,38.72,82.57,12.7,57.91,12.19,33.09,175
Sonia Vihar,1432,2020-07-26,51.04,93.12,12.04,56.49,11.61,42.95,210
Sonia Vihar,1432,2020-07-27,43.71,120.12,11.65,58.07,8.49,34.93,300
Sonia Vihar,1432,2020-07-28,19.21,72.33,9.72,49.27,7.63,28.6,141
Sonia Vihar,1432,2020-07-29,33.67,97.08,11.09,47.95,8.82,28.94,223
Sonia Vihar,1432,2020-07-30,18.29,41.17,8.78,47.48,12.17,32.01,68
Sonia Vihar,1432,2020-07-31,51.5,111.0,9.87,46.11,11.62,33.43,270
Sonia Vihar,1432,2020-08-01,32.94,72.42,9.56,49.98,9.63,38.83,141
Sonia Vihar,1432,2020-08-02,18.29,59.59,7.91,45.62,8.67,23.19,99
Sonia Vihar,1432,2020-08-03,23.15,72.42,8.02,45.07,7.79,25.27,141
Sonia Vihar,1432,2020-08-04,24.72,68.16,20.19,41.06,8.96,32.07,127
Sonia Vihar,1432,2020-08-05,43.6,88.31,32.36,40.4,10.46,26.24,194
Sonia Vihar,1432,2020-08-06,22.92,75.25,16.49,54.41,10.93,19.57,150
Sonia Vihar,1432,2020-08-07,24.83,69.29,18.48,47.11,12.18,34.48,130
Sonia Vihar,1432,2020-08-08,51.92,94.08,24.72,47.65,11.93,37.94,213
Sonia Vihar,1432,2020-08-09,34.58,59.0,17.32,43.46,9.14,26.27,98
Sonia Vihar,1432,2020-08-10,37.33,69.08,21.25,47.68,10.38,24.61,130
Sonia Vihar,1432,2020-08-11,50.21,89.62,26.41,52.86,11.23,28.6,198
Sonia Vihar,1432,2020-08-12,15.62,49.31,15.12,47.37,7.85,25.23,82
Sonia Vihar,1432,2020-08-13,16.0,30.5,13.78,35.0,8.17,23.95,50
Sonia Vihar,1432,2020-08-14,27.6,52.6,14.58,32.93,12.21,20.93,87
Sonia Vihar,1432,2020-08-15,11.844,26.482,8.696,23.06,5.646000000000001,14.022,44
Sonia Vihar,1432,2020-08-16,11.0888,21.9164,7.411199999999999,18.198,5.2052000000000005,11.7804,36
Sonia Vihar,1432,2020-08-17,35.22,66.03,22.05,37.49,12.38,37.66,120
Sonia Vihar,1432,2020-08-18,36.7,76.84,25.82,47.84,15.1,31.42,156
Sonia Vihar,1432,2020-08-19,27.19,52.45,26.25,50.56,10.8,19.99,87
Sonia Vihar,1432,2020-08-20,36.75,46.7,20.82,42.85,10.69,29.49,77
Sonia Vihar,1432,2020-08-21,30.04,57.96,16.76,39.03,15.21,20.4,96
Sonia Vihar,1432,2020-08-22,17.42,45.45,11.24,41.29,9.41,21.91,75
Sonia Vihar,1432,2020-08-23,16.842000000000002,30.022,9.764,24.634,7.062,14.36,50
Sonia Vihar,1432,2020-08-24,18.3,58.5,19.71,43.26,11.01,26.85,97
Sonia Vihar,1432,2020-08-25,22.45,57.61,20.26,44.02,10.06,25.12,96
Sonia Vihar,1432,2020-08-26,23.31,55.83,19.99,42.62,7.33,26.74,93
Sonia Vihar,1432,2020-08-27,20.0,52.75,17.31,36.23,8.9,25.27,87
Sonia Vihar,1432,2020-08-28,41.58,73.79,21.12,35.63,11.51,21.01,145
Sonia Vihar,1432,2020-08-29,45.29,82.71,18.86,41.53,13.81,35.96,175
Sonia Vihar,1432,2020-08-30,27.29,58.58,13.57,42.89,11.4,23.53,97
Sonia Vihar,1432,2020-08-31,13.04,38.38,15.67,41.13,9.68,23.67,63
Sonia Vihar,1432,2020-09-01,21.3,58.39,20.21,38.92,8.93,22.75,97
Sonia Vihar,1432,2020-09-02,28.08,68.42,16.33,38.62,10.19,50.84,128
Sonia Vihar,1432,2020-09-03,44.38,95.04,17.14,38.13,11.9,40.72,216
Sonia Vihar,1432,2020-09-04,46.67,85.67,18.99,42.57,14.12,44.72,185
Sonia Vihar,1432,2020-09-05,46.96,81.38,21.41,42.34,10.85,52.92,171
Sonia Vihar,1432,2020-09-06,36.77,56.73,13.54,37.71,9.75,48.15,94
Sonia Vihar,1432,2020-09-07,43.79,72.77,21.07,36.86,9.63,24.38,142
Sonia Vihar,1432,2020-09-08,32.93,64.41,15.75,32.29,9.6,46.92,114
Sonia Vihar,1432,2020-09-09,49.23,87.44,15.22,34.46,8.25,41.13,191
Sonia Vihar,1432,2020-09-10,50.04,96.58,17.93,40.04,8.19,43.66,221
Sonia Vihar,1432,2020-09-11,55.17,124.71,20.89,39.59,10.76,46.34,303
Sonia Vihar,1432,2020-09-12,62.62,133.67,17.53,42.31,9.8,47.52,310
Sonia Vihar,1432,2020-09-13,69.79,128.67,15.87,44.07,9.87,48.72,306
Sonia Vihar,1432,2020-09-14,67.92,125.83,16.8,43.56,9.54,45.33,304
Sonia Vihar,1432,2020-09-15,70.67,133.83,20.42,43.42,10.65,53.01,310
Sonia Vihar,1432,2020-09-16,64.62,138.83,19.94,41.16,9.92,44.79,314
Sonia Vihar,1432,2020-09-17,46.33,104.54,17.67,40.13,10.16,39.45,248
Sonia Vihar,1432,2020-09-18,42.46,105.88,17.79,39.3,9.6,35.06,252
Sonia Vihar,1432,2020-09-19,55.5,119.25,18.93,40.09,10.97,50.24,297
Sonia Vihar,1432,2020-09-20,72.58,139.0,14.91,40.63,9.67,59.44,314
Sonia Vihar,1432,2020-09-21,64.33,135.58,16.43,40.81,12.76,61.72,311
Sonia Vihar,1432,2020-09-22,47.5,108.58,21.01,39.07,13.61,41.46,261
Sonia Vihar,1432,2020-09-23,28.52,76.42,15.83,39.0,13.19,46.88,154
Sonia Vihar,1432,2020-09-24,46.41,87.96,19.27,40.35,15.41,53.8,193
Sonia Vihar,1432,2020-09-25,62.62,144.21,21.41,39.17,11.15,50.13,318
Sonia Vihar,1432,2020-09-26,70.0,169.12,25.28,40.32,10.4,21.44,337
Sonia Vihar,1432,2020-09-27,35.01,107.54,18.76,37.49,9.4,38.0,258
Sonia Vihar,1432,2020-09-28,64.42,183.29,20.33,40.09,9.44,40.93,348
Sonia Vihar,1432,2020-09-29,72.92,194.62,19.98,41.27,10.15,47.26,357
Sonia Vihar,1432,2020-09-30,52.59,158.42,19.53,38.32,9.57,52.94,329
Sonia Vihar,1432,2020-10-01,58.17,166.79,23.34,40.38,10.47,49.1,335
Sonia Vihar,1432,2020-10-02,83.25,191.08,20.96,29.89,9.0,59.83,354
Sonia Vihar,1432,2020-10-03,80.08,173.0,25.46,48.57,10.6,63.68,340
Sonia Vihar,1432,2020-10-04,81.54,171.12,22.47,38.57,11.79,60.72,339
Sonia Vihar,1432,2020-10-05,69.12,182.38,22.68,30.11,11.28,67.15,347
Sonia Vihar,1432,2020-10-06,94.54,216.71,28.11,41.13,12.72,59.28,374
Sonia Vihar,1432,2020-10-07,116.88,227.21,27.73,43.26,14.29,57.79,382
Sonia Vihar,1432,2020-10-08,132.74,252.85,27.12,36.57,16.74,61.31,402
Sonia Vihar,1432,2020-10-09,118.25,233.09,27.56,47.98,16.56,67.02,386
Sonia Vihar,1432,2020-10-10,112.76,230.49,26.12,47.17,17.89,72.79,384
Sonia Vihar,1432,2020-10-11,101.92,212.36,26.58,45.31,16.42,61.9,371
Sonia Vihar,1432,2020-10-12,147.89,257.98,28.68,49.03,15.44,52.54,406
Sonia Vihar,1432,2020-10-13,160.01,292.65,31.78,52.06,19.41,68.29,432
Sonia Vihar,1432,2020-10-14,164.23,263.41,25.64,58.68,13.11,47.48,410
Sonia Vihar,1432,2020-10-15,159.52,258.45,23.96,52.7,14.7,53.77,406
Sonia Vihar,1432,2020-10-16,145.08,213.83,45.74,48.66,19.83,64.77,372
Sonia Vihar,1432,2020-10-17,143.04,207.9,80.74,54.0,14.76,57.61,367
Sonia Vihar,1432,2020-10-18,102.69,164.62,74.66,47.59,13.71,58.04,334
Sonia Vihar,1432,2020-10-19,120.78,180.38,75.85,47.97,15.76,63.36,346
Sonia Vihar,1432,2020-10-20,101.07,182.57,82.06,50.09,18.68,47.46,348
Sonia Vihar,1432,2020-10-21,149.7,201.07,90.34,50.01,14.18,48.16,362
Sonia Vihar,1432,2020-10-22,183.4,288.35,84.13,46.92,19.47,47.96,429
Sonia Vihar,1432,2020-10-23,230.33,373.21,82.19,52.65,17.07,52.76,494
Sonia Vihar,1432,2020-10-24,219.25,404.0,87.09,50.83,17.44,56.94,518
Sonia Vihar,1432,2020-10-25,232.12,409.88,101.89,56.03,16.77,37.92,522
Sonia Vihar,1432,2020-10-26,237.01,422.21,81.96,52.27,17.96,67.15,532
Sonia Vihar,1432,2020-10-27,174.08,325.74,67.46,48.96,13.43,59.53,458
Sonia Vihar,1432,2020-10-28,212.54,417.21,108.09,54.84,16.04,31.08,528
Sonia Vihar,1432,2020-10-29,261.36,432.43,105.06,57.46,17.8,37.25,540
Sonia Vihar,1432,2020-10-30,241.88,434.92,92.33,56.58,16.79,63.74,542
Sonia Vihar,1432,2020-10-31,306.96,477.5,71.06,54.93,14.08,40.76,575
Sonia Vihar,1432,2020-11-01,303.46,494.79,54.27,35.2,19.92,47.02,588
Sonia Vihar,1432,2020-11-02,217.42,390.33,53.18,34.4,19.76,47.59,507
Sonia Vihar,1432,2020-11-03,160.91,343.98,66.97,36.47,17.75,39.94,472
Sonia Vihar,1432,2020-11-04,407.01,664.04,86.04,43.34,24.36,27.88,718
Sonia Vihar,1432,2020-11-05,307.45,489.99,73.27,45.19,19.88,44.95,584
Sonia Vihar,1432,2020-11-06,308.49,524.88,76.09,46.11,25.63,44.81,611
Sonia Vihar,1432,2020-11-07,366.05,574.7,69.18,46.56,22.97,50.68,649
Sonia Vihar,1432,2020-11-08,407.71,628.67,81.79,48.22,24.05,42.8,691
Sonia Vihar,1432,2020-11-09,554.29,720.11,91.34,48.73,23.21,40.51,761
Sonia Vihar,1432,2020-11-10,598.8,486.95,79.23,52.19,21.38,49.11,611
Sonia Vihar,1432,2020-11-11,244.49,420.11,55.34,44.17,17.41,42.41,530
Sonia Vihar,1432,2020-11-12,204.05,342.49,56.15,40.11,14.15,49.03,471
Sonia Vihar,1432,2020-11-13,249.99,425.18,78.35,37.62,18.32,54.67,534
Sonia Vihar,1432,2020-11-14,504.48,656.9,81.28,41.85,21.37,56.12,713
Sonia Vihar,1432,2020-11-15,290.11,401.83,60.39,35.19,20.89,76.33,516
Sonia Vihar,1432,2020-11-16,93.33,140.67,35.35,41.06,11.8,44.28,315
Sonia Vihar,1432,2020-11-17,81.04,142.08,40.42,36.62,11.56,39.21,316
Sonia Vihar,1432,2020-11-18,124.0,200.58,46.58,33.13,9.96,48.37,361
Sonia Vihar,1432,2020-11-19,159.99,240.27,54.1,30.29,12.02,48.91,392
Sonia Vihar,1432,2020-11-20,157.77,257.79,48.06,29.04,11.39,55.33,405
Sonia Vihar,1432,2020-11-21,119.68,217.58,46.34,27.43,13.09,51.88,375
Sonia Vihar,1432,2020-11-22,166.28,293.64,56.83,28.83,12.26,41.12,433
Sonia Vihar,1432,2020-11-23,242.42,421.42,83.04,35.5,14.65,35.42,531
Sonia Vihar,1432,2020-11-24,293.6,471.77,92.57,36.28,13.55,43.22,570
Sonia Vihar,1432,2020-11-25,395.77,582.41,74.65,39.78,20.55,41.53,655
Sonia Vihar,1432,2020-11-26,122.34,192.1,37.83,38.19,11.57,29.49,355
Sonia Vihar,1432,2020-11-27,85.45,163.98,48.59,32.3,11.48,29.91,333
Sonia Vihar,1432,2020-11-28,118.89,225.49,56.03,30.75,12.51,39.28,381
Sonia Vihar,1432,2020-11-29,162.1,300.8,67.75,31.16,13.13,38.64,439
Sonia Vihar,1432,2020-11-30,224.58,394.0,72.67,37.01,12.41,38.21,510
Sonia Vihar,1432,2020-12-01,296.33,484.08,80.31,39.39,13.39,43.39,580
Sonia Vihar,1432,2020-12-02,251.67,427.79,83.34,38.13,13.58,44.58,536
Sonia Vihar,1432,2020-12-03,235.49,406.33,89.35,40.08,13.59,35.75,520
Sonia Vihar,1432,2020-12-04,342.3,569.4,100.81,42.39,26.79,49.86,645
Sonia Vihar,1432,2020-12-05,320.38,519.43,85.55,51.8,41.47,97.0,607
Sonia Vihar,1432,2020-12-06,282.34,428.27,80.88,54.17,29.65,57.61,537
Sonia Vihar,1432,2020-12-07,289.54,439.09,64.46,51.6,11.51,39.87,545
Sonia Vihar,1432,2020-12-08,238.01,375.84,68.98,48.26,12.51,38.16,496
Sonia Vihar,1432,2020-12-09,213.26,350.36,69.59,44.51,12.52,31.46,477
Sonia Vihar,1432,2020-12-10,156.21,297.08,60.98,44.62,12.76,24.07,436
Sonia Vihar,1432,2020-12-11,199.46,367.75,89.29,51.69,18.46,26.07,490
Sonia Vihar,1432,2020-12-12,298.46,363.48,48.31,58.98,8.97,14.87,487
Sonia Vihar,1432,2020-12-13,121.92,198.29,31.54,40.96,8.06,29.34,360
Sonia Vihar,1432,2020-12-14,106.08,167.12,27.08,33.06,11.65,34.89,336
Sonia Vihar,1432,2020-12-15,141.17,217.21,38.16,30.99,14.47,29.18,374
Sonia Vihar,1432,2020-12-16,118.17,191.83,35.1,34.31,8.03,31.92,355
Sonia Vihar,1432,2020-12-17,149.48,232.78,39.43,36.22,8.79,30.75,386
Sonia Vihar,1432,2020-12-18,157.96,260.0,57.28,31.94,11.99,41.1,407
Sonia Vihar,1432,2020-12-19,164.21,282.88,61.47,35.32,13.07,37.78,425
Sonia Vihar,1432,2020-12-20,216.0,352.0,69.78,41.32,16.11,42.6,478
Sonia Vihar,1432,2020-12-21,231.75,384.38,67.96,44.85,21.18,39.84,503
Sonia Vihar,1432,2020-12-22,375.5,531.58,69.68,52.4,13.44,46.17,616
Sonia Vihar,1432,2020-12-23,353.08,515.0,58.88,47.04,19.84,56.75,603
Sonia Vihar,1432,2020-12-24,338.27,490.42,63.48,48.49,15.19,45.14,584
Sonia Vihar,1432,2020-12-25,229.6,345.22,57.71,44.21,11.21,49.4,473
Sonia Vihar,1432,2020-12-26,254.39,388.44,59.97,43.21,11.2,49.58,506
Sonia Vihar,1432,2020-12-27,286.03,459.53,63.99,43.47,13.41,54.04,561
Sonia Vihar,1432,2020-12-28,107.18,284.28,39.64,36.49,16.52,52.05,426
Sonia Vihar,1432,2020-12-29,140.92,297.39,43.49,43.94,11.72,49.89,436
Sonia Vihar,1432,2020-12-30,175.07,255.88,37.09,48.35,8.37,39.99,404
Sonia Vihar,1432,2020-12-31,284.27,407.14,61.02,53.16,9.98,29.9,520
Sonia Vihar,1432,2021-01-01,518.24,596.51,74.72,54.81,16.12,24.09,666
Sonia Vihar,1432,2021-01-02,439.72,590.53,89.46,61.78,23.06,18.8,661
Vivek Vihar,1435,2018-02-08,225.46,391.96,40.33,62.72,10.13,28.74,509
Vivek Vihar,1435,2018-02-09,202.79,355.38,26.33,64.85,13.16,31.32,481
Vivek Vihar,1435,2018-02-10,247.59,456.82,99.18,34.12,6.66,23.74,559
Vivek Vihar,1435,2018-02-11,157.67,322.67,31.79,52.42,10.19,29.45,455
Vivek Vihar,1435,2018-02-12,69.21,149.88,12.56,47.64,8.58,36.73,322
Vivek Vihar,1435,2018-02-13,134.42,199.98,24.89,45.73,6.81,36.6,361
Vivek Vihar,1435,2018-02-14,80.62,174.26,16.41,47.91,7.11,28.13,341
Vivek Vihar,1435,2018-02-15,111.17,203.28,18.05,54.33,8.08,33.52,364
Vivek Vihar,1435,2018-02-16,134.5,240.55,22.03,58.01,8.31,34.47,392
Vivek Vihar,1435,2018-02-17,147.86,278.5,23.84,59.59,8.29,33.4,421
Vivek Vihar,1435,2018-02-18,151.76,277.29,29.96,59.03,8.66,27.43,420
Vivek Vihar,1435,2018-02-19,239.39,418.38,63.39,49.56,7.79,36.91,529
Vivek Vihar,1435,2018-02-20,184.03,356.88,29.53,60.0,7.73,45.08,482
Vivek Vihar,1435,2018-02-21,200.33,406.71,78.2,50.13,8.14,52.34,520
Vivek Vihar,1435,2018-02-22,211.21,347.04,36.73,69.12,9.46,34.42,474
Vivek Vihar,1435,2018-02-23,272.34,443.43,33.24,73.12,12.29,4.36,548
Vivek Vihar,1435,2018-02-24,183.56,402.27,32.96,70.17,11.07,56.72,517
Vivek Vihar,1435,2018-02-25,126.05,262.84,21.08,61.82,10.55,25.73,409
Vivek Vihar,1435,2018-02-26,74.01,181.79,16.41,54.51,7.94,30.5,347
Vivek Vihar,1435,2018-02-27,97.73,198.69,20.78,54.52,8.33,30.71,360
Vivek Vihar,1435,2018-02-28,138.61,276.54,26.07,65.47,10.4,27.2,420
Vivek Vihar,1435,2018-03-01,125.65,268.48,24.77,63.14,9.74,25.97,414
Vivek Vihar,1435,2018-03-02,199.79,304.34,22.94,73.76,7.38,25.73,441
Vivek Vihar,1435,2018-03-03,97.55,203.62,23.93,40.58,8.2,4.54,364
Vivek Vihar,1435,2018-03-04,119.0,237.57,24.95,36.41,5.41,6.01,390
Vivek Vihar,1435,2018-03-05,77.34,165.39,20.67,33.42,6.33,4.4,334
Vivek Vihar,1435,2018-03-06,81.07,182.69,20.04,33.54,5.79,21.75,348
Vivek Vihar,1435,2018-03-07,84.79,186.87,20.86,44.52,7.46,31.32,351
Vivek Vihar,1435,2018-03-08,207.54,411.66,63.42,46.16,9.17,53.77,524
Vivek Vihar,1435,2018-03-09,140.95,280.99,21.26,57.08,10.36,44.53,423
Vivek Vihar,1435,2018-03-10,74.03,185.13,16.34,50.36,9.75,37.82,350
Vivek Vihar,1435,2018-03-11,87.42,189.61,18.08,51.26,10.34,36.12,353
Vivek Vihar,1435,2018-03-12,116.88,235.55,19.95,55.32,10.73,38.47,388
Vivek Vihar,1435,2018-03-13,116.04,252.75,27.59,50.12,9.97,44.77,402
Vivek Vihar,1435,2018-03-14,145.42,367.67,40.48,45.06,10.35,77.44,490
Vivek Vihar,1435,2018-03-15,125.85,334.83,23.48,54.32,11.4,26.53,465
Vivek Vihar,1435,2018-03-16,162.14,287.03,22.03,58.5,12.43,32.02,428
Vivek Vihar,1435,2018-03-17,113.69,193.45,20.16,50.67,9.61,30.21,356
Vivek Vihar,1435,2018-03-18,72.05,160.64,18.74,42.4,10.48,66.04,331
Vivek Vihar,1435,2018-03-19,93.33,181.27,24.27,47.95,10.6,42.08,347
Vivek Vihar,1435,2018-03-20,132.77,254.89,29.91,54.95,11.39,52.19,403
Vivek Vihar,1435,2018-03-21,179.22,271.17,27.26,60.56,15.34,36.62,416
Vivek Vihar,1435,2018-03-22,124.17,178.5,20.47,54.2,11.01,38.57,345
Vivek Vihar,1435,2018-03-23,61.46,116.83,17.95,46.64,8.59,42.83,289
Vivek Vihar,1435,2018-03-24,84.25,163.67,18.52,48.24,10.59,49.6,333
Vivek Vihar,1435,2018-03-25,92.96,192.0,18.04,49.07,8.81,49.51,355
Vivek Vihar,1435,2018-03-26,97.58,221.28,19.96,47.99,9.29,46.91,377
Vivek Vihar,1435,2018-03-27,131.72,323.01,36.4,46.32,8.96,45.43,456
Vivek Vihar,1435,2018-03-28,122.83,326.82,107.71,30.41,6.73,55.15,459
Vivek Vihar,1435,2018-03-29,97.65,248.34,20.53,48.73,9.12,51.08,398
Vivek Vihar,1435,2018-03-30,90.46,257.91,23.39,48.48,9.89,49.38,406
Vivek Vihar,1435,2018-03-31,111.79,326.91,21.59,49.33,10.99,64.03,459
Vivek Vihar,1435,2018-04-01,72.9,227.44,18.95,51.5,9.06,66.25,382
Vivek Vihar,1435,2018-04-02,109.33,287.93,25.24,52.88,14.45,71.97,429
Vivek Vihar,1435,2018-04-03,109.86,280.21,24.95,56.19,13.21,75.47,423
Vivek Vihar,1435,2018-04-04,121.39,315.45,37.56,26.0,5.23,59.03,450
Vivek Vihar,1435,2018-04-05,209.9,402.38,67.0,12.43,0.2,41.25,517
Vivek Vihar,1435,2018-04-06,113.91,256.62,20.12,26.47,3.06,52.76,405
Vivek Vihar,1435,2018-04-07,55.25,154.08,14.34,56.77,9.97,61.14,326
Vivek Vihar,1435,2018-04-08,47.97,170.94,12.82,55.56,11.77,72.76,339
Vivek Vihar,1435,2018-04-09,55.08,145.85,14.49,52.78,10.24,40.33,319
Vivek Vihar,1435,2018-04-10,118.15,219.88,20.56,55.45,12.79,30.69,376
Vivek Vihar,1435,2018-04-11,61.4,122.97800000000002,10.84,30.9,6.036,32.160000000000004,302
Vivek Vihar,1435,2018-04-12,78.69,159.61,14.52,56.07,9.2,59.5,330
Vivek Vihar,1435,2018-04-13,137.02,209.46,15.73,47.28,10.31,58.16,368
Vivek Vihar,1435,2018-04-14,91.29,245.82,23.95,51.15,10.67,43.14,396
Vivek Vihar,1435,2018-04-15,146.6,249.12,41.41,17.72,1.48,16.25,399
Vivek Vihar,1435,2018-04-16,100.74,327.18,53.23,24.59,3.36,32.03,459
Vivek Vihar,1435,2018-04-17,74.82,237.59,20.9,48.19,9.25,59.26,390
Vivek Vihar,1435,2018-04-18,73.09,252.83,17.59,40.12,10.76,55.89,402
Vivek Vihar,1435,2018-04-19,91.05,281.02,21.0,41.68,12.35,64.15,423
Vivek Vihar,1435,2018-04-20,92.9,373.77,18.05,36.08,9.98,48.98,495
Vivek Vihar,1435,2018-04-21,80.32,528.0,15.18,37.97,10.54,60.63,613
Vivek Vihar,1435,2018-04-22,49.5,236.28,15.96,33.47,11.38,73.01,389
Vivek Vihar,1435,2018-04-23,77.52,240.15,18.16,32.0,10.62,77.1,392
Vivek Vihar,1435,2018-04-24,109.05,281.75,25.16,39.18,11.0,67.45,424
Vivek Vihar,1435,2018-04-25,120.23,308.72,71.5,32.9,5.97,64.05,445
Vivek Vihar,1435,2018-04-26,140.54,413.7,42.28,40.56,11.97,63.47,525
Vivek Vihar,1435,2018-04-27,93.88,336.15,22.5,53.6,13.55,89.77,466
Vivek Vihar,1435,2018-04-28,79.62,329.61,17.66,51.26,10.82,96.7,461
Vivek Vihar,1435,2018-04-29,90.25,257.37,19.95,50.42,14.1,84.96,405
Vivek Vihar,1435,2018-04-30,74.54,202.26,22.05,54.45,11.39,84.32,363
Vivek Vihar,1435,2018-05-01,55.59,158.03,13.79,52.34,8.67,69.37,329
Vivek Vihar,1435,2018-05-02,58.08,158.64,14.55,43.38,6.57,65.56,329
Vivek Vihar,1435,2018-05-03,44.71,149.33,16.11,40.46,7.38,52.3,322
Vivek Vihar,1435,2018-05-04,44.21,116.92,14.56,38.55,7.58,67.63,289
Vivek Vihar,1435,2018-05-05,76.25,201.83,21.83,40.66,9.14,68.66,362
Vivek Vihar,1435,2018-05-06,114.04,279.32,28.8,43.26,11.34,62.7,422
Vivek Vihar,1435,2018-05-07,165.25,331.92,26.02,42.98,14.96,55.25,463
Vivek Vihar,1435,2018-05-08,57.43,212.15,16.71,34.15,7.79,73.4,370
Vivek Vihar,1435,2018-05-09,86.83,206.08,25.21,42.24,9.93,59.32,366
Vivek Vihar,1435,2018-05-10,94.69,229.55,28.04,49.42,7.94,66.41,384
Vivek Vihar,1435,2018-05-11,140.01,326.95,32.55,48.3,11.59,74.62,459
Vivek Vihar,1435,2018-05-12,150.19,369.08,27.51,58.13,14.28,81.06,491
Vivek Vihar,1435,2018-05-13,66.62,231.19,11.78,56.61,9.32,65.25,385
Vivek Vihar,1435,2018-05-14,42.37,148.65,16.96,35.83,10.43,78.64,322
Vivek Vihar,1435,2018-05-15,63.78,190.54,14.56,43.67,11.11,93.5,354
Vivek Vihar,1435,2018-05-16,79.33,249.26,20.11,26.27,7.29,46.55,399
Vivek Vihar,1435,2018-05-17,106.04,351.17,27.23,25.64,8.13,60.14,477
Vivek Vihar,1435,2018-05-18,121.46,308.19,21.26,41.43,10.93,68.61,444
Vivek Vihar,1435,2018-05-19,105.33,312.75,26.61,33.64,8.28,71.86,448
Vivek Vihar,1435,2018-05-20,117.0,307.23,35.18,3.89,13.66,8.96,444
Vivek Vihar,1435,2018-05-21,68.9,283.67,28.59,14.78,8.04,20.12,425
Vivek Vihar,1435,2018-05-22,93.69,272.79,28.87,44.62,11.52,77.1,417
Vivek Vihar,1435,2018-05-23,61.674,185.132,24.138,22.44,4.536,15.888000000000002,350
Vivek Vihar,1435,2018-05-24,110.0,361.0,35.61,48.9,9.54,7.43,485
Vivek Vihar,1435,2018-05-25,95.33,272.33,37.77,40.57,7.32,58.03,417
Vivek Vihar,1435,2018-05-26,103.04,292.33,47.31,22.73,5.82,13.98,432
Vivek Vihar,1435,2018-05-27,93.25,346.42,48.4,11.36,4.06,16.07,474
Vivek Vihar,1435,2018-05-28,125.71,325.38,36.29,34.97,8.83,59.96,457
Vivek Vihar,1435,2018-05-29,99.38,351.04,35.57,44.01,7.32,57.72,477
Vivek Vihar,1435,2018-05-30,49.08,269.0,16.76,15.4,1.87,21.3,414
Vivek Vihar,1435,2018-05-31,65.0,201.62,15.36,37.53,5.94,77.39,362
Vivek Vihar,1435,2018-06-01,66.67,187.3,12.45,35.12,4.76,84.8,351
Vivek Vihar,1435,2018-06-02,37.96,103.12,13.8,30.41,5.66,97.8,243
Vivek Vihar,1435,2018-06-03,49.0,103.58,12.73,37.13,8.16,98.43,245
Vivek Vihar,1435,2018-06-04,52.21,133.84,11.45,38.62,6.85,107.12,310
Vivek Vihar,1435,2018-06-05,50.82,116.74,13.31,25.71,19.84,16.37,289
Vivek Vihar,1435,2018-06-06,52.38,152.0,12.32,41.29,6.84,54.65,324
Vivek Vihar,1435,2018-06-07,68.25,179.12,13.91,38.54,7.9,87.44,345
Vivek Vihar,1435,2018-06-08,67.04,160.08,12.07,42.26,5.14,62.87,330
Vivek Vihar,1435,2018-06-09,49.58,112.97,13.53,25.21,2.42,29.52,276
Vivek Vihar,1435,2018-06-10,73.08,112.33,19.28,46.19,4.44,56.9,274
Vivek Vihar,1435,2018-06-11,66.38,106.01,17.64,47.37,3.77,60.73,253
Vivek Vihar,1435,2018-06-12,133.14,329.56,18.6,19.81,1.95,7.11,461
Vivek Vihar,1435,2018-06-13,234.06,464.31,13.76,15.89,2.08,13.29,564
Vivek Vihar,1435,2018-06-14,177.83,725.51,12.83,19.49,2.45,22.74,765
Vivek Vihar,1435,2018-06-15,120.09,481.49,11.0,20.54,3.37,38.46,578
Vivek Vihar,1435,2018-06-16,119.54,217.37,11.77,23.49,3.71,32.18,374
Vivek Vihar,1435,2018-06-17,68.54,79.34,10.3,17.48,1.96,18.95,164
Vivek Vihar,1435,2018-06-18,79.92,122.8,13.21,27.96,5.59,50.59,302
Vivek Vihar,1435,2018-06-19,45.96,145.1,12.47,22.79,3.89,62.07,319
Vivek Vihar,1435,2018-06-20,57.6,132.87,19.82,16.73,4.11,64.92,309
Vivek Vihar,1435,2018-06-21,68.6,139.92,19.17,29.18,6.15,84.14,315
Vivek Vihar,1435,2018-06-22,112.46,120.6,27.53,33.85,7.96,98.98,300
Vivek Vihar,1435,2018-06-23,71.45,84.43,26.35,32.59,6.81,85.92,181
Vivek Vihar,1435,2018-06-24,27.88,39.32,28.25,24.24,15.88,72.26,65
